评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//wangzulong1992,咫途,男,山东,0,74,179,农村没有一点宣传，大家照常串门走亲戚，潍坊已经出现确诊病例了，村委会大喇叭该用起来了。,0,2020-01-24 11:15
https://weibo.cn//u/3918556037,重庆江津法院,男,重庆,35537,362,58706,     举报             赞[0]         回复             2020-01-24 10:11:53 来自网页,0,2020-01-24 10:11
https://weibo.cn//u/3131584104,每日知,女,吉林,7718,199,223,啧啧啧,0,2020-01-24 08:15
