评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/2610298627,一个好昊昊,男,其他,5424,634,366,那么造谣的人什么时候抓呢,1,2020-12-14 22:55
https://weibo.cn//fjwlpy,福建辟谣,男,福建,3607,265,1404,12月29日起15天内，所有外来人员必须返乡？假的！,0,2020-12-14 11:05
https://weibo.cn//u/5878659096,超话社区,男,北京,8472,2182,146658035,你好，你感兴趣的“辟谣”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> ,0,2020-12-14 10:56
