微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
IwgXM7pRb,【辟谣！网传成都体育学院将于3月17日开学为不实消息】近日成都体育学院发出了《关于2020年春季学期开学有关事项的通知》，作为进一步做好正式开学前各项准备工作和工作预案的安排意见。《通知》发出后，部分媒体以《成都这所高校开学时间确定》、《最早3月17日，这所大学报到时间定了》”等予以报道。日前，成都体育学院官网发布公告，网传报道时间与事实不符，成都体育学院开学时间将严格按照疫情防控工作的原则、要求和工作程序，报经省教育厅批准后确定并正式通知。成都体育学院此前发布的《通知》内容为，按照“分批、分区、错峰”的原则，拟考虑待疫情响应解除后 2 周正式开学（具体开学时间待省教育厅批准同意后再另行通知）。四川省教育厅相关负责人表示，成都体育学院此前发布的相关《通知》系该校工作预案的安排建议，并非确定时间。（四川发布） 原图 ,,http://wx2.sinaimg.cn/large/c547f14egy1gcbzx2juwyj20ci08cq35.jpg,无,TRUE,无,无,2020/2/28 12:21,微博 weibo.com,6,1,3,3
IuEZtftiD,"转发理由:【#研究员实名举报造谣账号来自境外#】继辟谣毕业生黄燕玲是所谓“零号病人”之后，中科院武汉病毒所官网再登声明称，陈全姣研究员从未发布任何举报信息。注意到，该造谣账号近期登陆地为境外，请大家严防相关阴谋和破坏活动。据@长安街知事 ，该造谣账号近期登陆地为境外。  
原始用户: 人民日报
转发内容: 【#研究员实名举报造谣账号来自境外#】继辟谣毕业生黄燕玲是所谓“零号病人”之后，中科院武汉病毒所官网再登声明称，陈全姣研究员从未发布任何举报信息。注意到，该造谣账号近期登陆地为境外，请大家严防相关阴谋和破坏活动。据@长安街知事 ，该造谣账号近期登陆地为境外。造谣“武汉病毒所研究员实名举报”账号，来自境外！  [组图共3张] 原图 ",,无,"http://ww4.sinaimg.cn/large/a716fd45ly1gbznkxm11nj20u00kvq5c.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbznkxkp9kj20r00g0gnk.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbznkxk4sxj20j00bhwez.jpg",FALSE,无,无,2020/2/17 21:50,HUAWEI P30,3,1,2,3
IuAoiuLqA,【辟谣！网传成都将于3月2日起分批开学？成都市教育局：开学时间待公布】根据2月16日四川省教育厅关于开学时间问题的解答，根据当前疫情发展形势，全省各级各类学校（高校、中小学、中职学校、幼儿园、校外培训机构）2020年2月底前暂不开学。具体开学时间将视疫情防控情况，经科学评估后确定，届时提前向社会公布。 原图 ,,http://wx3.sinaimg.cn/large/c547f14egy1gbz69pwwg2j20ci08cq35.jpg,无,TRUE,无,无,2020/2/17 10:08,微博 weibo.com,9,5,2,1
It4xjmE6P,【#宠物不会传染病毒#，请善待每一个生命】对病毒的恐惧，让一些人丧失了道德底线，各地陆续出现猫狗被遗弃街头，甚至被扔出窗外而惨死。对此，世卫组织已经辟谣：无证据显示宠物会感染。呼吁大家：#疫情之下请善待每一个生命#。不信谣、不传谣、加强对宠物的管理，就是对它们最好的保护。（生命时报）  原图 ,,http://wx4.sinaimg.cn/large/c547f14egy1gbnkdb9wq6j20j60qrju1.jpg,无,TRUE,无,无,2020/2/7 11:12,微博 weibo.com,24,10,4,3
IsVc0j1Li,【辟谣！离开成都再回来需隔离14天？这个标识牌是假的 】据@成都交通运输 消息：近日，网上流传一张图片称：“离开成都再回来，需要隔离14天，请你想好再上高速。”我局已对全市高速公路、国省干线逐一进行排查，均未设置此类标志牌。请广大市民朋友不信谣不传谣！  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/c547f14egy1gbminmm91ej20ci08cq35.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gbminju3ofj20go0m8wgb.jpg",无,TRUE,无,无,2020/2/6 11:24,微博 weibo.com,19,4,14,1
IsLnf5N6S,【@成都网警巡查执法 辟谣：“成都某小区业主使用酒精不当引燃房屋”为不实信息】造谣传谣不可取，酒精使用要当心！据@武汉消防 消息：经查，该视频所涉内容实为2020年2月3日11时46分武汉市长风路团结佳兴园3栋1单元4楼所发警情。从目前调查情况看，该起事故并非网传在家使用酒精消毒造成！（微成都）  原图 ,,http://wx4.sinaimg.cn/large/c547f14egy1gbkee4lkxuj20ci08cq35.jpg,无,TRUE,无,无,2020/2/5 10:25,微博 weibo.com,40,3,16,1
IrRTeueFi,【网传“成都大邑两名高度疑似感染者私自离院不知去向”，辟谣：此消息不属实！】1月29日，一条消息在微信群迅速流传，称“大邑县居民任某英和任某梅于1月28日被诊断为高度疑似新型冠状病毒感染肺炎，二人于29日零时私自离院，不知去向”，引发众多网友强烈关注。大邑县卫健局辟谣：此消息并不属实，该二人确实存在，但并不是疑似病毒感染者，只是陪家人到医院看病的普通病人家属。（平安成都） 原图 ,,http://wx2.sinaimg.cn/large/c547f14egy1gbega8wsoyj20ci08cq35.jpg,无,TRUE,无,无,2020/1/30 13:10,微博 weibo.com,4,2,5,3
IrARuk4Xq,#新型冠状病毒防控知识# 【转发辟谣！#这些疫情谣言不要信#】钟南山建议全国人民在家隔离两周？吃大蒜胜过杀病毒的口腔药物？吃香蕉会得新型冠状病毒肺炎？香油滴鼻孔可阻断传染？人中涂风油精可预防呼吸道疾病？熏白醋能消毒空气？……这些传言通通都是假的！#最新疫情谣言汇总#，转给身边人！ （人民日报） [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/c547f14egy1gbcdmerka3j20go0jn76o.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gbcdmeu45ij20go0jn0uu.jpg,http://ww1.sinaimg.cn/large/c547f14egy1gbcdmevdgkj20go0jnwgm.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gbcdmesj7hj20go0jnq52.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gbcdmevaekj20go0jnmzh.jpg,http://ww1.sinaimg.cn/large/c547f14egy1gbcdmeuohnj20go0jnmzc.jpg,http://ww3.sinaimg.cn/large/c547f14egy1gbcdmf0kw3j20go0jngnv.jpg,http://ww1.sinaimg.cn/large/c547f14egy1gbcdmf1w6cj20go0jndi3.jpg,http://ww1.sinaimg.cn/large/c547f14egy1gbcdmf1tuzj20go0jnjtn.jpg",无,TRUE,无,无,2020/1/28 17:49,微博 weibo.com,6,9,1,1
Irjr37BNC,"转发理由:【#各地飞机喷洒消毒药水都是谣言#】请转发，相互转告，帮忙辟谣！   
原始用户: 人民日报
转发内容: 【#各地飞机喷洒消毒药水都是谣言#】请转发，相互转告，帮忙辟谣！  原图 ",,无,http://wx2.sinaimg.cn/large/a716fd45gy1gba9k37ywbj20rs18ge32.jpg,FALSE,无,无,2020/1/26 21:27,华为P9手机摄影再突破,4,3,0,1
Irg0i7PyY,【转发辟谣！#这些新型肺炎传言是假的#】钟南山院士被传染了？上海已限制外地车牌进沪？成都封高速了?盐水漱口能防新型肺炎？郑州26日空中喷洒防疫药剂？……这些说法你听过吗？#最新新型肺炎谣言汇总#，这些统统都是假的↓↓不信谣，不传谣！转发辟谣！ （人民日报）  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/c547f14egy1gb9trf8yt1j20dw0m8js4.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb9trf46izj20dw0m8mxw.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb9trf5qtyj20dw0m80tf.jpg,http://ww3.sinaimg.cn/large/c547f14egy1gb9trf4zvbj20dw0m80th.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb9trf5ycgj20dw0m80te.jpg,http://ww1.sinaimg.cn/large/c547f14egy1gb9trf68gvj20dw0m8js2.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb9trf9u9fj20dw0m8dgk.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gb9trfcnb2j20dw0m8dgj.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb9trfdawqj20dw0m8js1.jpg",无,TRUE,无,无,2020/1/26 12:43,微博 weibo.com,8,17,0,1
Ir7shAyl9,"转发理由:#微博辟谣# 关于青白江各微信群、朋友圈大量转发“今天下午4点～4点半所有人都窝在家里飞机洒药请在互相转告一下自己的亲朋好友”的消息，经核实，情况不属实，此为谣言。#不信谣 不传谣#  
原始用户: 健康青白江
转发内容: #微博辟谣# 关于青白江各微信群、朋友圈转发“今天下午4点～4点半所有人都窝在家里飞机洒药请在互相转告一下自己的亲朋好友”的消息，经核实，情况不属实，此为谣言。呼吁网友不造谣、不传谣、不信谣。  原图 ",,无,http://wx4.sinaimg.cn/large/970e8a34gy1gb8rdz47coj207f0530ss.jpg,FALSE,无,无,2020/1/25 14:57,微博 weibo.com,31,10,2,1
IqQvq0u94,【转发辟谣！#吸烟喝酒可抵抗疫情系谣言#】白岩松：①抽烟抵抗了SARS也可抵抗新型冠状病毒？这谣言太Low了。②用钟南山院士的画面称“饮高度酒对抗冠状病毒”？真相其实是：75%的酒精能够杀灭病毒，即用医用酒精擦拭手机、双手等日常接触的地方进行消毒是有用的，可没说“喝”！请停止散播谣言！#武汉加油共渡难关# http://t.cn/A6PZbxov ,,无,无,TRUE,无,无,2020/1/23 19:48,微博 weibo.com,19,9,8,1
IqHWNnb1o,【转发辟谣！#关于新型肺炎的9大谣言#】北京协和医院一确诊武汉肺炎患者跑了？武汉市卫健委副主任感染后被隔离？成都男子经武汉停留10分钟被感染新型冠状病毒？新型冠状病毒感染的肺炎引发关注，与之同样赢得“关注”的还有不少谣言。戳图了解↓↓不信谣，不传谣！转扩！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/c547f14egy1gb5nph41vjj20j60uowix.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb5nph3ttgj20j60uoaep.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb5nph4sd0j20j60uowj8.jpg,http://ww1.sinaimg.cn/large/c547f14egy1gb5nphntslj20j60uotcr.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gb5npi1spdj20j60uojwh.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gb5nphyxvqj20j60uojvi.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gb5nphiuezj20j60uon12.jpg,http://ww3.sinaimg.cn/large/c547f14egy1gb5nphkpo0j20j60uoae5.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gb5npqyo0vj20j60uoq6v.jpg",无,TRUE,无,无,2020/1/22 22:01,微博 weibo.com,12,5,5,1
Iqxfyo1XJ,【辟谣！这9个有关新型冠状病毒谣言别信！】①新型冠状病毒基因序列与SARS相似度达80%；②吸烟能预防病毒感染；③戴多层口罩才能防住病毒；④喝板蓝根、熏醋、吃抗生素能预防病毒感染…这些说法你听过吗？这些统统都是谣言！戳图了解真相↓↓转发辟谣！  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/c547f14egy1gb4bgx6er8j20j60jxn13.jpg,http://ww3.sinaimg.cn/large/c547f14egy1gb4bgx823kj20j60jxtcs.jpg,http://ww1.sinaimg.cn/large/c547f14egy1gb4bgx5eszj20j60jx0wk.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb4bgx4qvgj20j60jxdjn.jpg,http://ww1.sinaimg.cn/large/c547f14egy1gb4bgx4wh6j20j60jxjvh.jpg,http://ww3.sinaimg.cn/large/c547f14egy1gb4bgx6cqqj20j60jx0wp.jpg,http://ww3.sinaimg.cn/large/c547f14egy1gb4bgxnc4kj20j60jxdjp.jpg,http://ww2.sinaimg.cn/large/c547f14egy1gb4bgxl09fj20j60jxtcm.jpg,http://ww4.sinaimg.cn/large/c547f14egy1gb4bgxn2j8j20j60l2n1e.jpg",无,TRUE,无,无,2020/1/21 18:47,微博 weibo.com,27,19,9,1
