微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
J7O6C0rqv,【转发辟谣！#警方辟谣孝感私家车无人领车主抗疫去世# 】近日，网传湖北孝感一车主将车停在公园后，参加抗疫去世。经孝感市公安局网安支队核查，证实车主仍在世。事实上，该车是公司所属车，车主身体健康，目前在孝感。知情人士称车主会对网传消息发布者发起起诉。#鄂牌车车主因新冠去世未挪车系谣言# 原图 ,,http://wx3.sinaimg.cn/large/6ed4a26aly1gg106rgeoej20tt1alhat.jpg,无,TRUE,无,无,2020/6/22 13:30,无,29,33,16,2
IwAVdEdj5,【转发辟谣！#新冠肺炎最新谣言汇总#】钟南山“预测”各地解除限制时间？北京积水潭医院将建方舱医院？3万只羊赶往二连浩特？…这些说法你听过吗？统统都是假的↓↓不信谣，不传谣，转发辟谣！  [组图共14张] 原图 ,,"http://ww3.sinaimg.cn/large/6ed4a26aly1gceg1l0z38j20jf0jyn02.jpg,http://ww1.sinaimg.cn/large/6ed4a26aly1gceg1kq0pej20m60izgog.jpg,http://ww1.sinaimg.cn/large/6ed4a26aly1gceg1ld0rij20m50lewhw.jpg,http://ww4.sinaimg.cn/large/6ed4a26aly1gceg1lnj9rj20m60ms77e.jpg,http://ww4.sinaimg.cn/large/6ed4a26aly1gceg1mj03rj20m60gmjtm.jpg,http://ww1.sinaimg.cn/large/6ed4a26aly1gceg1nijazj20m60l6mzz.jpg,http://ww3.sinaimg.cn/large/6ed4a26aly1gceg1ny0e3j20m70hzdhw.jpg,http://ww4.sinaimg.cn/large/6ed4a26aly1gceg1odrxqj20m50lsq6t.jpg,http://ww3.sinaimg.cn/large/6ed4a26aly1gceg1olrayj20m00mswi4.jpg,http://ww4.sinaimg.cn/large/6ed4a26aly1gceg1oxlngj20m60lw41u.jpg,http://ww2.sinaimg.cn/large/6ed4a26aly1gceg1pj4zyj20m40j3ack.jpg,http://ww3.sinaimg.cn/large/6ed4a26aly1gceg1prcjfj20m30l0dj7.jpg,http://ww2.sinaimg.cn/large/6ed4a26aly1gceg1n73urj20m60kc411.jpg,http://ww3.sinaimg.cn/large/6ed4a26aly1gceg1q1yiqj20m50msn06.jpg",无,TRUE,无,无,2020/3/1 15:09,无,17,72,9,1
IvPvPAHc4,"转发理由://@警民直通车-黄浦:#辟谣# 目前，黄浦分局已对发布""雁荡路发现确诊病例""谣言的违法人员张某（女，66岁）处以行政罚款处罚。  
原始用户: 警民直通车-黄浦
转发内容: #辟谣#2月23日，网传一段淮海路雁荡路发现新冠肺炎确诊病例的视频。经核查，网传内容与事实不符，系一独居老人（腿部残疾、长期患病未出门）在家中死亡。经警方勘验调查，已排除他杀。死者生前患有脑梗等多种疾病，系病发猝死。目前，防疫人员已对死者家中及周边开展消毒和排查，未见异常。 http://t.cn/RJ2IpDz 原图 ",,无,http://wx4.sinaimg.cn/large/9eb29f2cgy1gc7at9ztdxj20u01ga7fb.jpg,FALSE,无,无,2020/2/25 14:28,无,14,6,5,1
IvnaynXeM,【抗疫漫笔谈“七易八难”】面对疫情，传谣容易辟谣难，自大容易自律难，谴责容易自责难，教诲容易忏悔难，救治容易救赎难，创伤容易扶伤难，检讨容易检修难。而真正的英雄则在苦难面前不言难！不做“易事”不添乱，让奋战在一线的工作人员们可以一心攻坚克难！#疫情当前 警察不退#  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/6ed4a26aly1gc55kejuppj20h70h1gsn.jpg,http://ww1.sinaimg.cn/large/6ed4a26aly1gc55l5x58nj20gm0gvdkd.jpg,http://ww1.sinaimg.cn/large/6ed4a26aly1gc55l7sv13j20gs0gvtcn.jpg,http://ww1.sinaimg.cn/large/6ed4a26aly1gc55l9ivvbj20gk0g9jv6.jpg,http://ww1.sinaimg.cn/large/6ed4a26aly1gc55ll0vtrj20hk0hl7a6.jpg,http://ww3.sinaimg.cn/large/6ed4a26aly1gc55lc1rfmj20ga0g4gq4.jpg,http://ww4.sinaimg.cn/large/6ed4a26aly1gc55ldnas4j20h40gxq76.jpg,http://ww1.sinaimg.cn/large/6ed4a26aly1gc55lfszagj20gg0gt786.jpg,http://ww3.sinaimg.cn/large/6ed4a26aly1gc55lhlyb5j20hk0gpn42.jpg",无,TRUE,无,无,2020/2/22 14:18,微博 weibo.com,37,57,9,2
IrjqI94TS,【#各地飞机喷洒消毒药水都是谣言#】请转发，相互转告，帮忙辟谣！  原图 ,,http://wx4.sinaimg.cn/large/6ed4a26aly1gbaa8lzgjhj20rs18g11v.jpg,无,TRUE,无,无,2020/1/26 21:26,无,95,47,15,1
