评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5249182813,Violet吾,男,湖北,514,166,117,不管你原生家庭怎么穷，你读了武大博士了，就武汉市人才培养一系列补助和自己赚钱本事说从来没有买过一件像样衣服，，，，,0,2020-03-02 16:23
https://weibo.cn//u/2716516171,理想工人,男,天津,919,871,866,现在不是辟谣的问题，要抓到这个首发,2,2020-03-02 15:39
