微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
IBAw8ovoe,【教育部辟谣：#6月份英语四六级考试取消不实#】针对近日“原6月份大学英语四六级考试取消，与下半年考试合并”的传言，记者3日从教育部考试中心证实，教育部考试中心已于2月底发布公告，推迟全国范围内2020年上半年全国大学英语四六级考试（CET）、全国大学英语四六级口语考试（CET-SET）、全国外语水平考试（WSK）、书画等级考试（CCPT）网上报名工作，并未发布取消考试的通知。（新华社） 原图 ,,http://wx4.sinaimg.cn/large/7cfe0d62gy1gdgeu5jscjj20j60j376h.jpg,无,TRUE,无,无,2020/4/3 11:19,微博 weibo.com,14,17,4,1
Ite4BwO1u,"转发理由:辟谣  
原始用户: 南京公交
转发内容: 辟谣！辟谣！昨天起，朋友圈疯传乘坐公共交通工具要带身份证，小编告诉大家，目前南京公交没有这个要求！  原图 ",,无,http://wx3.sinaimg.cn/large/a726b7b7ly1gbotkaks3nj20ql12tjzl.jpg,FALSE,无,无,2020/2/8 11:28,无,497,49,180,1
ItcB41evm,#微博辟谣# 据@江宁发布 ，2月7日下午微信圈群传的“来自江宁的大量疑似病人4位数以上空降省人民医院，要求在8日上午全部检查出来”等信息，经调查核实是谣言。希望公众不信谣不传谣。  原图 ,,http://wx2.sinaimg.cn/large/7cfe0d62ly1gbonid2t4kj20yi0u2492.jpg,无,TRUE,无,无,2020/2/8 7:43,无,1825,100,531,1
It4UbExN3,#微博辟谣#近日，网传“六合区每户家庭每2天只可安排1名家庭成员外出购买生活用品”。经向六合区新型冠状病毒感染的肺炎防控工作指挥部了解，此消息不实，希望广大网友不信谣！不传谣！  原图 ,,http://wx2.sinaimg.cn/large/7cfe0d62ly1gbnpjveeclj20if0t7adc.jpg,无,TRUE,无,无,2020/2/7 12:08,无,589,53,280,1
IsXfvfboI,#微博辟谣#网传南京百家湖花园使用75℃酒精消毒遇火爆炸，实为句容市一处门面房发生火灾，火已扑灭，现场无人员伤亡。请大家不听谣，不信谣，不传谣！  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/7cfe0d62gy1gbmrr3uo4nj206m0au0xy.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gbmrqzk2n6j20u01fc1kx.jpg",无,TRUE,无,无,2020/2/6 16:38,无,236,175,98,1
IsWtjfLKm,#微博辟谣#据众彩市场管理方，没有关闭果品市场一说，各类市场的经营时间⬇️  原图 ,,http://wx3.sinaimg.cn/large/7cfe0d62gy1gbmobggpobj20dw0obgo5.jpg,无,TRUE,无,无,2020/2/6 14:40,无,131,48,49,2
IsUT2eOYo,【#被感染隔离的宝宝向医生求抱抱是谣言#】近日，一段“婴儿伸手向医生求抱抱”的视频爆红网络，部分媒体和网友将其解读为“娃娃感染新型冠状病毒被隔离”。孩子的父亲说，网传信息并不属实，“自己孩子得的不是肺炎，是白血病，曾发抖音辟谣，不知道怎么被删了。希望媒体帮忙辟谣。”http://t.cn/A6Pmki5l ,,无,无,TRUE,无,无,2020/2/6 10:38,微博 weibo.com,286,25,45,3
IrZ6p6c3k,"转发理由:南京自来水水质优良，市民可以放心饮用。#微博辟谣#  
原始用户: 南京日报
转发内容: 【南京自来水水质优良，市民可以放心饮用】“南京自来水氯气消毒已用最上限标准”、“建议家中喝的水、烧饭的水，先开盖露置在空气中让其挥发一下后再用”……30日，针对南京自来水，网络上引发了各种讨论。对此，市水务集团表示，南京自来水水质优良，市民可以放心饮用。http://t.cn/A6PoYBEO  原图 ",,无,http://wx4.sinaimg.cn/large/bed67486gy1gbfe0yiy5ej20go0b43yo.jpg,FALSE,无,无,2020/1/31 7:31,无,145,563,32,2
IrVWkwL30,"转发理由:#微博辟谣#  
原始用户: 鼓楼微讯
转发内容: #辟谣# 【和会街？环宇城？深业滨江半岛？假的！】近日，网传鼓楼区和会街、环宇城、深业滨江半岛出现新型冠状病毒感染的肺炎确诊病例和疑似病例。经向鼓楼区新型冠状病毒感染的肺炎防控工作指挥部了解，截止2020年1月30日20:00，鼓楼区和会街、环宇城、深业滨江半岛3处区域未发现新型冠状病毒感染的肺炎确诊病例或疑似病例。抗击疫情，请大家不信谣，不传谣！ [组图共3张] 原图 ",,无,"http://ww1.sinaimg.cn/large/aa86b1baly1gbezl6wq33j20u018ln3m.jpg,http://ww1.sinaimg.cn/large/aa86b1baly1gbezl6bevyj20cg0ag0u4.jpg,http://ww3.sinaimg.cn/large/aa86b1baly1gbezl7gbaej20so0zun0w.jpg",FALSE,无,无,2020/1/30 23:28,无,306,30,139,3
Irnb2upsW,【南京“封城”、“封路”？假的！】最近，有人网传南京高速公路禁止外地车辆驶入，据南京交管部门，这种说法纯属谣言，交警只是针对外地车辆，配合卫生部门做好防疫工作。南京交警从未在高速公路设卡阻止外牌车进城，也从未收到过“封城”、“封路”的命令。#微博辟谣#  原图 ,,http://wx4.sinaimg.cn/large/7cfe0d62gy1gbarcxocbkj20p00dwjrg.jpg,无,TRUE,无,无,2020/1/27 6:58,无,560,56,157,3
