评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/2601230611,另一个哼哼哈嘿咦嘻嘻,男,四川,2562,605,567,这种谣言就完完全全是反动派作为了,0,2020-12-08 12:17
https://weibo.cn//u/6651832884,我是吴荣唐是我,男,其他,12,880,261,看过看过。,0,2020-12-08 11:22
https://weibo.cn//u/2722035457,爱杨煤碳爱浦浦,女,广东,4286,1189,460,互联网并非法外之地！,1,2020-12-07 22:17
