微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
JoSCcFGU6,#权威发布##微辟谣# 【济南市无新增新冠肺炎病例】10月11日晚，网传第103届全国糖酒会参展方检测出2例确诊病例。济南市有关部门迅速查证，确认系谣言。截至10月11日24时，济南市无新增新冠肺炎确诊病例、疑似病例及无症状感染者。来源：舜网  原图 ,,http://wx1.sinaimg.cn/large/c00997bdly1gjmt9suhavj205k05kmx3.jpg,无,TRUE,无,无,2020/10/12 20:14,无,1,1,1,1
J6Ulo7xJE,#微辟谣#【济南海鲜大市场将于6月18日闭市？市场回应：谣言！】自6月11日以来，北京已新增确诊病例106例，新发地市场从切割进口三文鱼的案板中检测到了新冠病毒。全国多地对超市、市场进口海鲜产品展开检测。　　近日，一则关于“济南海鲜大市场将于6月18日闭市”的消息在社会流传，6月16日，济南海鲜大市场经营管理有限公司发布郑重声明辟谣称，在济南市疫情稳定的情况下，没有闭市的打算和必要。济南市疾控中心已于6月13日对市场内的销售三文鱼业户进行了核酸检测，结果全部为阴性。（来源：新时报） 原图 ,,http://wx1.sinaimg.cn/large/c00997bdly1gfu60b5h1vj20g40ni0zs.jpg,无,TRUE,无,无,2020/6/16 15:32,360安全浏览器,1,0,1,2
J0PlI6dm3,#微辟谣# 【辟谣！网传“山东2020年春季学期开学通知”是假的！】网传“山东省教育厅关于2020年春季学期开学工作的通知”（鲁教办字【2020】11号）是假的！请勿传播，开学信息以官方发布为准！5月7日，网上广为传播的“山东省教育厅关于2020年春季学期开学工作的通知”（鲁教办字【2020】11号）中，有我省高一、高二年级（含中职一、二年级），以及初一初二年级开学时间等信息，经与山东省教育厅核实，该文件为作假，其中相关信息均为谣传，请勿传播。上述年级开学安排均以山东省教育厅及各地市教育局官方发布的信息为准。 原图 ,,http://wx3.sinaimg.cn/large/c00997bdly1gejxo3duejj20oo0wqqaw.jpg,无,TRUE,无,无,2020/5/7 15:48,360安全浏览器,0,2,3,1
IApHMiT54,#微辟谣##山东春季学期开学时间#【山东省教育厅关于春季学期#开学时间#安排的说明】3月26日，据山东省教育厅消息：近日，社会及网络出现了山东省确定开学返校时间的各种消息，均属不实传言，现作以下说明：一、当前我省疫情防控形势持续积极向好，但依然复杂，特别是境外输入风险增大。为保证广大师生生命安全和身体健康，全省教育系统正全力以赴统筹做好学校疫情防控和春季学期开学准备工作。二、开学条件核验合格是学校开学的重要前提。目前，各级教育、卫生健康、市场监管部门正联合开展学校开学条件核验，核验不合格不得开学。三、我省各级各类学校春季学期开学返校时间和安排，待审慎研究确定后，将第一时间向社会公布，为学校、教师、家长、学生留出充足准备时间。via.山东教育发布 [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/c00997bdly1gd7hdkv5tzj20s40j1n0e.jpg,http://ww1.sinaimg.cn/large/c00997bdly1gd7hdkjrzsj20hs0o1q5t.jpg",无,TRUE,无,无,2020/3/26 17:57,无,1,0,0,3
IyodAuLQG,#微辟谣#【3月16日起山东省内学校将陆续开学？省教育厅：假的！】近日网传“山东省教育厅关于2020春季开学有关事宜通知”系谣言。来源：@山东省教育厅  原图 ,,http://wx1.sinaimg.cn/large/c00997bdly1gcs3d4ufw9j20kk18gmzc.jpg,无,TRUE,无,无,2020/3/13 10:29,微博 weibo.com,2,1,3,1
IwWj7xK5s,#微辟谣# 【济南供暖要延长至3月27日？假的！热企暂未接到通知】疫情防控当前，宅在家的时间变长了，今年是否延长供暖格外受关注。近日，有自媒体号发布消息称：济南供暖延长了，济南市将于3月27日零时正式结束供暖，本次采暖季共历时147天，堪称“史上最长供暖季”。　　分别致电济南热力集团、济南热电、山东黄泰热力、济南东泰热力等热企客户服务热线，均表示暂时没有收到延长供暖的通知。查询发现，因决定是否延长供暖要视3月15日前后天气状况决定，一般在3月10日后才会发布相关通知，目前还没有定论。市民如有供暖方面的疑问，可拨打热企电话咨询：济南热力集团88812319；济南热电67812319；山东黄泰/济南东泰热力96789。 原图 ,,http://wx2.sinaimg.cn/large/c00997bdly1gch2g54tydj20jg0dsjt4.jpg,无,TRUE,无,无,2020/3/3 21:36,360安全浏览器,124,16,21,2
IwAQ81vAw,"转发理由:#众志成城 抗击疫情# #微辟谣# 【转发辟谣！#新冠肺炎最新谣言汇总#】钟南山“预测”各地解除限制时间？北京积水潭医院将建方舱医院？3万只羊赶往二连浩特？…这些说法你听过吗？统统都是假的↓↓不信谣，不传谣，转发辟谣！   
原始用户: 人民日报
转发内容: 【转发辟谣！#新冠肺炎最新谣言汇总#】钟南山“预测”各地解除限制时间？北京积水潭医院将建方舱医院？3万只羊赶往二连浩特？…这些说法你听过吗？统统都是假的↓↓不信谣，不传谣，转发辟谣！  [组图共14张] 原图 ",,无,"http://ww1.sinaimg.cn/large/a716fd45gy1gce6x8ec2kj20jf0jy4cj.jpg,http://ww4.sinaimg.cn/large/a716fd45gy1gce6x83zauj20m60iz7hq.jpg,http://ww3.sinaimg.cn/large/a716fd45gy1gce6xcot3aj20m50le7jn.jpg,http://ww2.sinaimg.cn/large/a716fd45gy1gce6x86qv6j20m60msgyj.jpg,http://ww3.sinaimg.cn/large/a716fd45gy1gce6x897avj20m60gmwp4.jpg,http://ww1.sinaimg.cn/large/a716fd45gy1gce6x800huj20m60l6tkd.jpg,http://ww3.sinaimg.cn/large/a716fd45gy1gce6x89sgjj20m70hzwoa.jpg,http://ww3.sinaimg.cn/large/a716fd45gy1gce6x8p31nj20m50lstp3.jpg,http://ww4.sinaimg.cn/large/a716fd45gy1gce6xcei0lj20m00ms7j5.jpg,http://ww4.sinaimg.cn/large/a716fd45gy1gce6xej6i1j20m60lwapx.jpg,http://ww4.sinaimg.cn/large/a716fd45gy1gce6xbwjzhj20m40j3wox.jpg,http://ww2.sinaimg.cn/large/a716fd45gy1gce6xdw1vkj20m30l0k63.jpg,http://ww2.sinaimg.cn/large/a716fd45gy1gce6xbvnv6j20m60kcqe6.jpg,http://ww3.sinaimg.cn/large/a716fd45gy1gce6xeietgj20m50ms172.jpg",FALSE,无,无,2020/3/1 14:57,iPhone 11 Pro Max,0,0,0,1
Iwk9H0Afm,#众志成城 抗击疫情# #微辟谣# 【牛蛙等列入禁食名录？国家林草局：从未发布相关名单】国家市场监管总局、农业农村部、国家林草局三部委，之前发布了关于禁止野生动物交易的公告，要求即日起到全国疫情解除期间，禁止野生动物交易活动，远离“野味”。最近啊，网上流出了一份所谓的名单显示，牛蛙、甲鱼、水鸭等也被禁止经营销售。对此，很多网友纷纷感叹：以后要和口水蛙、炭火蛙、水煮蛙告别了。不过，向相关部门了解获悉，三部委并没有发布相关禁食名单，这是不折不扣的谣言。不传谣、不信谣。战“疫”有我，济南必胜，一起加油！（来源：舜网）  http://t.cn/A67qiJdX ,,无,无,TRUE,无,无,2020/2/28 20:28,360安全浏览器,4,1,0,1
IuNEYiLTV,#微辟谣##济南地震# 地震发生后，不信谣不传谣。（济南市地震监测中心制图）  原图 ,,http://wx1.sinaimg.cn/large/c00997bdly1gc0sta8zw2j20hs0s07ci.jpg,无,TRUE,无,无,2020/2/18 19:54,微博 weibo.com,4,1,2,1
IuuWS0o2b,#众志成城 抗击疫情# #微辟谣# 【“内部文件”疯传！济南3月2日开学？市教育局回应来了】近日，一张疑似内部文件的截图在济南很多家长群里疯传，很多爸妈看完后，直接感叹：“直接到暑假……”　　截图显示，这是一份学校开学安排情况的讨论稿，其中对本学期的开学日期作了初步的安排：“拟采取先急后缓、分批开学、错时上学的办法。”　　其中有如下表述：　　根据省政府2月6日《公告》精神，如无新的变化，原则上学校将于3月2日开学……拟采取先急后缓、分批开学、错时上学的办法。　　1、高三年级、初三年级于3月2日开学;　　2、高中高一、高二年级、初中初一、初二年级延迟一周开学;　　3、小学高年级（四五六年级）延迟2周开学　　4、以上年级开学后，学校实行各年级错时上学(相隔30分钟左右)　　……　　在家长群里，不少家长都很疑惑：这是真的吗?　　小编求证了济南市教育局相关负责人，对方表示，这并不是济南的开学时间安排，山东从没说过3月2日开学的消息，济南市现在也没定具体哪天开学。按照山东省教育厅要求，2月底之前中小学不会开学，具体开学时间视疫情防控情况而定，由省教育厅正式发布为准。 原图 ,,http://wx4.sinaimg.cn/large/c00997bdly1gbyi8lj229j205k05kq3n.jpg,无,TRUE,无,无,2020/2/16 20:16,微博 weibo.com,8,3,4,3
