微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
Iv6vS47vZ,【辟谣！网传“四川省学校将于3月2日开学”系虚假信息！】#都知道#近日，有部分自媒体在网上传播四川省学校将于3月2日开学。2月20日，四川省教育厅确认此信息为虚假信息。教育厅重申，将坚持“三不原则”，严控春季开学时间。坚持大局为重，防控优先，疫情响应不解除不返校；坚持省上统筹，属地负责，物资保障不充分不开学；坚持生命至上，健康第一，措施落实不到位不开课。根据当前疫情发展形势，全省各级各类学校（高校、中小学、中职学校、幼儿园、校外培训机构）2020年2月底前暂不开学。目前，教育厅正在会同各市（州）教育行政部门指导各级各类学校细致全面地做好开学方案和准备工作。具体开学时间将视疫情防控情况，经科学评估后确定，届时提前向社会公布。请广大师生、家长和网友从官方权威渠道获取信息，不传谣、不信谣！（四川日报） 原图 ,,http://wx3.sinaimg.cn/large/5ad2d3c5gy1gc342zbz9zj20c80og408.jpg,无,TRUE,无,无,2020/2/20 19:54,无,181,18,56,1
IuA2UjdYI,#辟谣#【网传学校将于3月2日起分批开学？假的！成都市教育局辟谣】近日，一张网络截图在成都各个家长群不断流传，截图内容为“疫情防控期间学校开学工作安排情况汇报”“根据省政府2月6日《公告》精神，原则上学校将于3月2日开学”“1、高三年级、初三年级于3月2日开学；高中高一、高二年级、初中初一、初二年级延迟一周开学；小学高年级（四五六年级）延迟2周开学”……对于上述内容，成都市教育局回应，该“情况汇报”与成都市并无关系，具体开学时间还有待公布，请家长切勿听信谣言，以官方渠道公布的开学时间为准。（红星新闻） 原图 ,,http://wx1.sinaimg.cn/large/5ad2d3c5gy1gbz4qwq4woj20gf0gf401.jpg,无,TRUE,无,无,2020/2/17 9:15,iPhone客户端,222,24,61,1
Iu0RKEVIN,【辟谣！网传万科成都复工被驳回，并被征收2万只口罩为不实消息】#辟谣#近日，网传万科（成都）企业有限公司向政府申请复工被驳回，并被征收2万只口罩。该信息为不实信息，请广大网友不信谣、不传谣。（万科成都）  原图 ,,http://wx2.sinaimg.cn/large/5ad2d3c5gy1gbutfkdv94j20v80j5gnd.jpg,无,TRUE,无,无,2020/2/13 15:41,iPhone客户端,76,28,59,1
Itooo6QHu,【成都乘坐公共交通工具需要身份证？假！的！】#辟谣#近日，成都市民的朋友圈流传着这样一则信息：现在乘坐任何公共交通工具都需要身份证。经@成都交通运输 核实，目前成都没有“乘坐公共交通工具需要出示身份证”的相关要求，该条信息内容不属实！但根据疫情防控要求，乘坐公共交通工具需要佩戴口罩。  原图 ,,http://wx4.sinaimg.cn/large/5ad2d3c5gy1gbq3kvqyc1j20ma0oowk7.jpg,无,TRUE,无,无,2020/2/9 13:45,iPhone客户端,76,25,35,1
ItgDP5wDK,#辟谣#【成都每户家庭每两天只可安排1人外出买东西？相关部门：未收到通知】有市民反映在社交平台上看到了一则“社区管理公告”。该公告要求每户家庭（居家隔离家庭除外）每2天只可安排1名家庭成员外出购买生活用品，其余人员无特殊原因，一聚（律）不得外出。@红星新闻 记者向市委社治委、市住建局、市城管委等部门求证上述公告情况，均表示未研究和发布相关文件，也未收到相关通知。 原图 ,,http://wx4.sinaimg.cn/large/5ad2d3c5gy1gboznbhojkj20oc1edwsb.jpg,无,TRUE,无,无,2020/2/8 18:01,微博 weibo.com,434,70,229,2
ItgrffdWk,#辟谣#【新冠肺炎患者排长队就诊？省医院辟谣：只是普通门诊患者及陪诊人员】近日，网上流传一段视频，称四川省人民医院“新冠肺炎患者排长队就诊”，引起了不少人的担忧。经院方核实，该视频画面中的排队人员为2020年1月31日上午来普通门诊就诊的患者和陪诊人员。  原图 ,,http://wx4.sinaimg.cn/large/5ad2d3c5gy1gbp310jkl0j20e40d33yz.jpg,无,TRUE,无,无,2020/2/8 17:30,微博 weibo.com,80,14,45,3
ItcU3ie0T,【#酒精擦拭比喷洒更安全# #84消毒液和洁厕灵不能同时使用#】日前，一则“成都居民家中用酒精消毒引发火灾”的信息被成都消防辟谣。那么大家知道如何正确使用酒精并储存吗？用医用酒精来进行室内消毒，如果医用酒精的储存和使用方式不对，很容易发生火灾。以下几点消毒安全注意事项要格外留心：①酒精擦拭比喷洒更安全； ②酒精着火一定不要用水泼；③酒精存放要密封、避光、远离明火；④84消毒液和洁厕灵不能同时使用→http://t.cn/A6PdOZ2O ,,无,无,TRUE,无,无,2020/2/8 8:30,生活百科 · 视频社区,45,51,18,2
IsYnis0gC,【自来水需静置两小时再用？成都市自来水公司：严重不实】#辟谣#近日，有网络信息称“非常时期，自来水中在允许的范围内加大了氯气的注入。大家在用水时，特别是烧开水、煮饭用水时，要把水装出来，最少静置两小时以上再用，这样会更健康。”2月6日，成都市自来水有限责任公司发出温馨提示，称上述信息严重不实。当前，成都环境集团下属自来水公司已经执行最严格管理标准，加强了自来水水质监测，自来水水质全面符合国家《生活饮用水卫生标准》106项指标要求。烧开水、煮饭用水等无需静置，广大市民可放心饮用。（红星新闻） 原图 ,,http://wx3.sinaimg.cn/large/5ad2d3c5gy1gbmwptn2yvj20gf0gf75n.jpg,无,TRUE,无,无,2020/2/6 19:30,iPhone客户端,34,37,53,2
IsVibfHdL,#辟谣#【这个提示牌！假！的！】目前，网上流传一张图片称：“离开成都再回来，需要隔离14天，请你想好再上高速。”我局已对全市高速公路、国省干线逐一进行排查，均未设置此类提示牌。请广大市民朋友不信谣不传谣！了解疫情信息，认准官方发布！（成都交通运输  ）  原图 ,,http://wx4.sinaimg.cn/large/5ad2d3c5gy1gbmiby0zhzj20go0m8wfq.jpg,无,TRUE,无,无,2020/2/6 11:40,微博 weibo.com,95,68,111,3
IsDCVDuJR,【成都居民家中用酒精消毒引发火灾？ 成都消防辟谣：假的！】#都知道#今天，一则“成都某小区一户人家使用酒精消毒三层楼都烧光”的消息在不少成都人的微信群里流传开来。对此，成都消防进行了辟谣：截至目前，成都没有发生过一例因使用酒精消防不慎发生的火灾。而事实上，网上发布的视频是2月3日，武汉一小区居民楼发生的火灾。武汉相关部门2月3日下午5时为此发布消息称：从初步调查情况看，该起事故并非网传在家使用酒精消毒造成！武汉消防提醒：请广大网友自觉抵制谣言，不造谣、不信谣、不传谣！（川报观察） 原图 ,,http://wx3.sinaimg.cn/large/5ad2d3c5gy1gbkd3z1xvfj20hs0qm42v.jpg,无,TRUE,无,无,2020/2/4 14:41,无,22,13,24,3
IrVGFhf9i,【成都海关紧急辟谣：不会征用口罩 或追究造谣者法律责任】#都知道#口罩属于紧缺的抗疫物资，海关千方百计全力保障口罩快速通关，根本不存在征收情况。“这纯属是个谣言，造谣者太可恨了。”成都海关相关人士称，目前海关正在对该谣言进行调查。（成都日报）  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/5ad2d3c5gy1gbex9glauoj20bj0ecmzw.jpg,http://ww4.sinaimg.cn/large/5ad2d3c5gy1gbex9guoxcj20bj08ntfg.jpg,http://ww2.sinaimg.cn/large/5ad2d3c5gy1gbex9gskgfj20bj07ptdk.jpg",无,TRUE,无,无,2020/1/30 22:50,微博 weibo.com,64,27,138,1
IrTMXbZaz,#都知道#辟谣！网传武汉红十字会低价售卖援助蔬菜？官方回应来了（红星新闻）  原图 ,,http://wx1.sinaimg.cn/large/5ad2d3c5gy1gbenk2nmctj20hz0eejtn.jpg,无,TRUE,无,无,2020/1/30 18:00,微博 weibo.com,26,1,67,1
IrQFVrbXi,#辟谣#【网传“成都大邑两名高度疑似感染者私自离院不知去向”，辟谣：此消息不属实！】1月29日，一条消息在微信群迅速流传，称“大邑县居民任某英和任某梅于1月28日被诊断为高度疑似新型冠状病毒感染肺炎，二人于29日零时私自离院，不知去向”，引发众多网友强烈关注。大邑县卫健局辟谣：此消息并不属实，该二人确实存在，但并不是疑似病毒感染者，只是陪家人到医院看病的普通病人家属。@平安成都 原图 ,,http://wx2.sinaimg.cn/large/5ad2d3c5gy1gbed0inw7zj20v80xbdqd.jpg,无,TRUE,无,无,2020/1/30 10:04,iPhone客户端,39,19,123,3
IrkAziflH,【成都公交线路会进行调整？假的】#都知道#近日，有网友反映收到一份关于新型冠状病毒肺炎疫情感染期间，公交线路营运安排调整的通告，称即日起将对公交线路营运安排作出调整。@成都交通运输 特此辟谣！通告是假的！假的！假的！  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/5ad2d3c5gy1gbafcsqf95j20gf0gft9o.jpg,http://ww4.sinaimg.cn/large/5ad2d3c5gy1gbafcilqavj20j60tswh3.jpg",无,TRUE,无,无,2020/1/27 0:23,360安全浏览器,39,18,64,1
Ira44lnRk,【成都出租汽车将停运？谣言！】#情况通报#1月25日晚，一些市民收到一条署名“成都市城市交通客运管理处”发出的《关于市区出租车停运的通知》信息，该通知称“为全力做好新型冠状病毒感染的肺炎疫情防控工作，有效切断病毒传播途径，确保人民群众生命安全和身体健康，根据市新型冠状病毒感染的肺炎防控指挥部的公告要求，自http://t.cn/A6P5zMsM ，市区出租车一律停止运营，恢复时间另行告知。恳请广大驾驶员和市民理解、支持和配合！”成都市交通运输局严正申明：面对新型冠状病毒肺炎，成都市出租汽车行业正积极主动应对，为乘容提供安全、优质的出行服务，成都出租汽车将停运的信息纯属谣言，请广大乘客和出租汽车驾驶员切勿相信。特此辟谣！ 原图 ,,http://wx3.sinaimg.cn/large/5ad2d3c5gy1gb94w97g12j20gp0m8dhd.jpg,无,TRUE,无,无,2020/1/25 21:35,iPhone客户端,36,25,61,1
Iqyo4tjFk,【辟谣！这9个有关新型冠状病毒谣言别信！】#博闻广记#①新型冠状病毒基因序列与SARS相似度达80%；②吸烟能预防病毒感染；③戴多层口罩才能防住病毒；④喝板蓝根、熏醋、吃抗生素能预防病毒感染…这些说法你听过吗？这些统统都是谣言！戳图了解真相↓↓转发辟谣！ （人民日报）  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/5ad2d3c5gy1gb4ha41a52j20rs0svgtx.jpg,http://ww4.sinaimg.cn/large/5ad2d3c5gy1gb4ik5n3r3j20rs0sv474.jpg,http://ww2.sinaimg.cn/large/5ad2d3c5gy1gb4ik61bb6j20rs0svtgu.jpg,http://ww4.sinaimg.cn/large/5ad2d3c5gy1gb4ik6rehkj20rs0sv10t.jpg,http://ww1.sinaimg.cn/large/5ad2d3c5gy1gb4ik7b2zyj20rs0sv475.jpg,http://ww1.sinaimg.cn/large/5ad2d3c5gy1gb4ik7yzolj20rs0svqbc.jpg,http://ww2.sinaimg.cn/large/5ad2d3c5gy1gb4ik8j38hj20rs0sv7ce.jpg,http://ww4.sinaimg.cn/large/5ad2d3c5gy1gb4ik57mjbj20rs0svgts.jpg,http://ww1.sinaimg.cn/large/5ad2d3c5gy1gb4ik98jdej20rs0ujthr.jpg",无,TRUE,无,无,2020/1/21 21:40,无,26,16,6,1
