微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
JxFJQcAMG,#辟谣# 【假的！#钟南山院士来成都系谣言#】近日，网传“84岁钟南山院士落地成都”，刚刚经核实，关于“84岁钟南山院士落地成都”的消息不实。据悉，当前成都已迅速组织省市区三级相关部门和专家成立工作专班，联合对情况进行研判，安排应急处置措施。同时强化医疗救治，组织四川大学华西医院等省市专家，精准救治。（健康成都官微）http://t.cn/A6q2nZdX ,,无,无,TRUE,无,无,2020/12/9 16:00,微博 weibo.com,1,0,0,1
JwEx3r9ZD,#辟谣# 【辟谣声明】12月2日晚，有网民传播“笋岗村正在封村”“笋岗小学明天起正式停课”“学校作为临时安置点”等不实信息，请广大市民以政府部门发布的权威信息为准，不信谣、不传谣。罗湖区新冠肺炎疫情防控指挥部2020年12月2日  [组图共7张] 原图 ,,"http://ww2.sinaimg.cn/large/0039LQ2cgy1gl9wtre983j60f504rdgm02.jpg,http://ww3.sinaimg.cn/large/0039LQ2cgy1gl9wtrlmtoj60fd07775202.jpg,http://ww4.sinaimg.cn/large/0039LQ2cgy1gl9wtrvckaj60al05vdgo02.jpg,http://ww3.sinaimg.cn/large/0039LQ2cgy1gl9wts3m9cj60g604e74s02.jpg,http://ww2.sinaimg.cn/large/0039LQ2cgy1gl9wtsdqycj60a80ac0tv02.jpg,http://ww4.sinaimg.cn/large/0039LQ2cgy1gl9wtr6c02j60mt0odn0y02.jpg,http://ww3.sinaimg.cn/large/0039LQ2cgy1gl9wtsoitxj60u01q8q6f02.jpg",无,TRUE,无,无,2020/12/2 23:05,iPhone客户端,8,12,11,1
JfIfyAuNm,"转发理由:#辟谣#   
原始用户: 福田发布
转发内容: #辟谣# 【情况通报】关于近日网传福田区爱华市场出现一例新冠病例的信息，经区卫健部门核实，该消息为谣言。截至8月12日，福田区已连续159天无新增确诊病例。请大家自觉抵制网络谣言，不信谣、不传谣， 共同维护良好的网络秩序。  原图 ",,无,http://wx1.sinaimg.cn/large/aa5a7ce4gy1ghp2s7tnjoj20a8063q2y.jpg,FALSE,无,无,2020/8/13 13:18,Android,2,3,1,1
JemR9dIT0,"转发理由:#辟谣#关于网传“深圳桃源居再现穿隔离服的120救护车”的情况说明  
原始用户: 深圳卫健委
转发内容: 关于网传“深圳桃源居再现穿隔离服的120救护车”的情况说明  原图 ",,无,http://wx1.sinaimg.cn/large/a8bfee30gy1ghfnd08cx3j20rs111aem.jpg,FALSE,无,无,2020/8/4 17:00,360安全浏览器,2,1,0,2
J9LxAcbfr,【辟谣：宝安未出现“新冠”确诊病例！】近日，网传宝安人民医院出现一例新冠肺炎核酸检测阳性病例，经宝安区卫生健康部门核实，该消息为谣言。请各位市民朋友不造谣、不信谣、不传谣，共同维护良好的网络秩序。  原图 ,,http://wx3.sinaimg.cn/large/ac6c6d10gy1ggfvbyhsitj20j60l8wgg.jpg,无,TRUE,无,无,2020/7/5 10:39,微博 weibo.com,2,0,3,1
J9CtOuuik,#辟谣# 【宝安人民医院出现新冠病例？不实！】近日，网传宝安人民医院出现一例新冠肺炎核酸检测阳性病例，经宝安区卫生健康部门核实，该消息为谣言。请各位市民朋友不造谣、不信谣、不传谣，共同维护良好的网络秩序。截至今天，宝安区已连续65天无新增新冠确诊病例，感谢广大市民朋友对疫情防控工作的支持！http://t.cn/A6yL7VyS 原图 ,,http://wx1.sinaimg.cn/large/ac6c6d10gy1ggesaterygj20ef0ar0vi.jpg,无,TRUE,无,无,2020/7/4 11:35,360安全浏览器,2,2,2,1
J7eNSeVvt,#辟谣# 【情况通报】@福田发布 ：关于网上流传的福田区梅林片区发现一例从北京来深新冠确诊病例一事，经相关部门认真核查，以上信息不实，属虚假信息。截至今天，深圳市已连续48天无新增新冠确诊病例。请大家自觉抵制网络谣言，不信谣，不传谣！  原图 ,,http://wx2.sinaimg.cn/large/ac6c6d10gy1gfwoccq9rij20a8063gls.jpg,无,TRUE,无,无,2020/6/18 19:37,iPhone客户端,15,3,6,3
IAJOszQ8A,#辟谣# 【网传所谓“深圳口岸通关异常”情况不实！】近日，网络及微信朋友圈出现关于口岸通关“异常”的图片、视频等信息，极少数人不负责任地将其冠以“深圳口岸”标题流传。经核查，上述标称“深圳口岸”的图片、视频等信息与深圳各口岸实际运行情况严重不符。自新冠肺炎疫情防控工作开展以来，深圳各口岸现场组织有序，运行平稳，通关顺畅。深圳市口岸办提醒您：当前广东进一步严格境外疫情输入防控，继续强化粤港澳疫情联防联控。深圳市口岸办将第一时间通过门户网站、官方微博及微信公众平台公布深圳口岸通关重要事项。特此声明。深圳市人民政府口岸办公室2020年3月28日 ,,无,无,TRUE,无,无,2020/3/28 21:09,微博 weibo.com,3,4,7,3
IyjrQhnrI,【辟谣 | 肥皂水洗鼻窦可以降低感染风险？假的！】近日，网传消息称：每天用肥皂水清洗鼻窦，可以降低感染新冠肺炎的风险。目前，该消息已被证实为谣言。详见：辟谣 | 肥皂水洗鼻窦可以降低感染风险？假的！  原图 ,,http://wx2.sinaimg.cn/large/ac6c6d10gy1gcribhl6cwj20sg0jxwgf.jpg,无,TRUE,无,无,2020/3/12 22:21,专业版微博,4,3,0,1
Iy8vdrVwl,#辟谣# 【石岩恩斯迈公司出现一例确诊？已排除！】近期，有微信群转发消息称，石岩街道辖区内企业，恩斯迈电子（深圳）有限公司（以下简称恩斯迈公司）出现一名新冠肺炎确诊病例，记者今日从石岩街道疫情防控指挥部获悉，该消息与事实不符，石岩街道疫情防控指挥部今日通报有关情况。详见：http://t.cn/A6z4jX5W ,,无,无,TRUE,无,无,2020/3/11 18:29,专业版微博,3,0,0,1
