微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
J6Msn9NnJ,【关于北京疫情，这些都是谣言！】北京市近日连续暴发新冠肺炎确诊病例和核酸检测阳性病例，随之而来的，也出现了关于北京疫情的谣言，央视新闻辟谣来了↓↓不造谣，不信谣，不传谣，防控不能松懈！重视但不恐慌，保持冷静与理智是对疫情防控的最大支持！  原图 ,,http://wx1.sinaimg.cn/large/a28989e1ly1gfszs1rqymj20dc41we81.jpg,无,TRUE,无,无,2020/6/15 19:28,微博 weibo.com,4,2,0,1
IwKSjk7B0,【转发辟谣！#新冠肺炎最新谣言汇总#】钟南山“预测”各地解除限制时间？3月16日居民出行正常化？温州存在全新变异病毒？……这些说法你听过吗？统统都是假的↓↓不信谣，不传谣！  [组图共14张] 原图 ,,"http://ww4.sinaimg.cn/large/a28989e1ly1gcfobzp1vsj20j60jpdia.jpg,http://ww2.sinaimg.cn/large/a28989e1ly1gcfobznla2j20j60gf766.jpg,http://ww1.sinaimg.cn/large/a28989e1ly1gcfobztm8fj20j60ijwgt.jpg,http://ww4.sinaimg.cn/large/a28989e1ly1gcfobzxeslj20j60jpmz9.jpg,http://ww2.sinaimg.cn/large/a28989e1ly1gcfobzwj5xj20j60edjst.jpg,http://ww2.sinaimg.cn/large/a28989e1ly1gcfobzy33ej20j60ibq4r.jpg,http://ww2.sinaimg.cn/large/a28989e1ly1gcfoc04u3bj20j60fj0u4.jpg,http://ww1.sinaimg.cn/large/a28989e1ly1gcfoc0rwk7j20j60ivjtw.jpg,http://ww3.sinaimg.cn/large/a28989e1ly1gcfoc218vij20j60juq5b.jpg,http://ww4.sinaimg.cn/large/a28989e1ly1gcfoc1ak14j20j60ixdi2.jpg,http://ww4.sinaimg.cn/large/a28989e1ly1gcfoc2y9xuj20j60gktac.jpg,http://ww3.sinaimg.cn/large/a28989e1ly1gcfoc1v7z6j20j60i80v2.jpg,http://ww4.sinaimg.cn/large/a28989e1ly1gcfoc10y6nj20j60hltac.jpg,http://ww4.sinaimg.cn/large/a28989e1ly1gcfoc1micej20j60jqmz5.jpg",无,TRUE,无,无,2020/3/2 16:30,微博 weibo.com,4,2,0,1
Iv4YFA8SQ,【太原市教育局紧急辟谣】 2月19日，太原市教育局发布消息，近日，太原市部分网友和家长网传“疫情防控期间学校开学工作安排情况汇报”截图，经查证，该图片所涉内容与太原市无关。据悉，该图片已先后被沈阳、福州、长沙、合肥等多地教育部门辟谣证实当地没有发布过此类信息。按照省委、省政府部署要求，原则上全省各级各类学校春季学期开学不得早于3月1日。2月15日，省教育厅印发通知部署安排2020年春季学期延期开学工作，要求各地、各学校全面细化完善开学预案，落实好各项疫情防控措施，抓紧做好开学相关准备工作。具体开学时间，将视疫情防控情况，经综合研判确定后，另行通知。 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a28989e1ly1gc2ozz46g5j20is0o6gne.jpg,http://ww4.sinaimg.cn/large/a28989e1ly1gc2ozz6vjqj20m215976t.jpg",无,TRUE,无,无,2020/2/20 16:00,微博 weibo.com,48,14,0,2
ItrvCdrwO,【在太原乘坐公交需持身份证？假的！】#太原身边事# #辟谣# 近日，太原市民的微博等社交媒体有传言，称在太原市乘坐公交车时需持身份证。2月9日，太原公交集团对此辟谣，乘坐太原市公交车无需出示身份证，乘客佩戴口罩，刷卡或投币后即可乘车。  原图 ,,http://wx3.sinaimg.cn/large/a28989e1ly1gbq9onh40kj20i30eu75t.jpg,无,TRUE,无,无,2020/2/9 21:41,微博 weibo.com,12,5,0,3
ItqKxlsH3,【网传“‘交管12123’交通违法处理只罚款不扣分”为不实言论】#辟谣#近日，网络朋友圈流传一则疫情期间“交管12123”处理交通违法不扣分的不实言论。2月7日，山西公安交警对进行辟谣。  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a28989e1ly1gbq9ke2h30j20ek0fz0t7.jpg,http://ww2.sinaimg.cn/large/a28989e1ly1gbq9ke38psj20u00eogn4.jpg",无,TRUE,无,无,2020/2/9 19:45,微博 weibo.com,11,2,0,1
Itq0FisBP,【网传太原进行大面积消毒作业消息不实，公安机关对此已展开调查】#太原身边事# #辟谣# 2月8日，太原市公安局发布消息，网传“刚接通知，定于2月8日12点对全市主干道进行大面积消杀、消毒工作。因此次消毒药水浓度较大，请各位与今晚（2月8日）10后务必呆在家中，不要随意出入，睡觉时请紧闭门窗。以免给您造成身体不适，请各位务必配合消毒工作。（市政府办）”的消息，经警方核实为不实信息，太原市政府办公室从未发布过此类信息。目前，公安机关对此已展开调查。请广大群众切勿信谣传谣。 原图 ,,http://wx1.sinaimg.cn/large/a28989e1ly1gbq9dx9j1gj20u02n97i1.jpg,无,TRUE,无,无,2020/2/9 17:52,微博 weibo.com,15,1,0,1
IsrKL5u7z,【造谣！大同警方查处5名编造传播网络谣言违法行为者】#辟谣# #大同身边事# 近日，大同市公安局平城区公安分局重拳出击，依法快速查处两起编造传播网络谣言案件。#防控疫情我们在一起#  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/a28989e1ly1gbivxtggvjj20dc16lnau.jpg,http://ww1.sinaimg.cn/large/a28989e1ly1gbivxte1afj20dc18r14i.jpg,http://ww2.sinaimg.cn/large/a28989e1ly1gbivxt7h1aj20dc10ln25.jpg",无,TRUE,无,无,2020/2/3 8:28,微博 weibo.com,149,5,28,1
IrLJGzHe5,【#辟谣#！关于谣传祁县晋中监狱有新型冠状病毒感染的肺炎病例的情况通报】@祁县发布  详情戳图了解↓↓↓  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a28989e1ly1gbdqfsuy1aj20fo0mmabl.jpg,http://ww4.sinaimg.cn/large/a28989e1ly1gbdqfv6z0wj20fw0mnt9n.jpg",无,TRUE,无,无,2020/1/29 21:30,微博 weibo.com,48,2,20,1
IrHdDaXVx,【#辟谣#！五台县疾控中心澄清“网传五台县出现新型冠状病毒感染的肺炎疑似病例”】#忻州身边事#2020年1月27日，五台县疾控中心工作人员失误在微信群中流出我中心上报当日新型冠状病毒感染的肺炎情况报告的一张照片，引起公众关注。本着对五台县人民群众健康和生命安全高度负责的态度，我中心对该事件具体情况作出如下说明：1月27日凌晨，我中心收到县人民医院报告一例发热咳嗽重症病例，需上报检测排除新型冠状病毒感染的肺炎后采取进一步治疗措施。我中心速起草文件向五台县健康和体育局、忻州市疾控中心报告。当日凌晨2点，我中心对该患者进行第一次取样，并连夜送达忻州市疾控中心化验，结果显示为阴性。同时，五台县卫生健康和体育局、五台县人民医院第一时间和忻州市卫生健康委员会、忻州市新型冠状病毒感染的肺炎专家组取得联系，寻求支援。当日，忻州市卫生健康委员会、忻州市新型冠状病毒感染的肺炎专家组派员到五台县人民医院对患者进行会诊，对后续治疗方案作出指导。间隔24小时后，1月28日凌晨3点，我中心对该患者进行第二次取样，并连夜送达忻州市疾控中心化验，结果显示为阴性。两次化验结果均显示阴性，排除该患者为新型冠状病毒感染的肺炎感染者。 @人民日报@新华网@央视新闻@新浪山西 原图 ,,http://wx4.sinaimg.cn/large/a28989e1ly1gbd6k6qfllj208c08s3zq.jpg,无,TRUE,无,无,2020/1/29 10:00,微博 weibo.com,184,9,55,2
IrBt9xXl5,【辟谣！太榆路暂未封路！】#太原身边事#今天，不少太原网民在微信中传一段视频，疑似太原太榆路采取封路措施。经向交警部门@太原交警 了解，目前太榆路通行正常，视频中隔离墩为交警为进行路检而设置。  原图 ,,http://wx4.sinaimg.cn/large/a28989e1ly1gbchvepblxj20my0g5dh1.jpg,无,TRUE,无,无,2020/1/28 19:21,专业版微博,51,1,4,2
