微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
J73KNzFrZ,【辟谣#雄楚广场2家酒店分别发现2例新冠肺炎#？假的！】近日，网传“雄楚广场2家酒店分别发现2例新冠肺炎，北京来的，现已送往医院”，经我市洪山区、武昌区疫情防控指挥部了解，两区辖区内均无此酒店。目前我市无本地确诊病例，也无境外和外地输入确诊病例。以上网传消息为谣言，望广大网民不听、不信、不传。（健康武汉） 原图 ,,http://wx2.sinaimg.cn/large/772c7d0cgy1gfvbk0m8c1j20ha09q0w0.jpg,无,TRUE,无,无,2020/6/17 15:30,微博 weibo.com,1,0,0,1
IBBBKzZOX,【教育部辟谣：#6月份英语四六级考试取消不实#】针对近日“原6月份大学英语四六级考试取消，与下半年考试合并”的传言，记者3日从教育部考试中心证实，教育部考试中心已于2月底发布公告，推迟全国范围内2020年上半年全国大学英语四六级考试（CET）、全国大学英语四六级口语考试（CET-SET）、全国外语水平考试（WSK）、书画等级考试（CCPT）网上报名工作，并未发布取消考试的通知。（新华社） 原图 ,,http://wx4.sinaimg.cn/large/772c7d0cgy1gdgjnj33gjj20j60j376h.jpg,无,TRUE,无,无,2020/4/3 14:06,微博 weibo.com,2,0,1,1
IyiTOb4JC,【辟谣！当阳两河又确诊两例？假的！】“有两口子从武汉走回当阳了？走了七八天，回来后发烧被确诊了？”“自家嫂子接到的通知，镇处的领导也被处分了。”这是假的！目前，当阳确诊61例，治愈率100%，医护人员零感染，无疑似病例。#微博辟谣#  [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/772c7d0cgy1gcrfw7wccmj20iw0iwaav.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gcrfwbcslsj20u0128n04.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gcrfwealkjj20ki117acv.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gcrfwhwet1j20cg0m8ab0.jpg",无,TRUE,无,无,2020/3/12 20:57,专业版微博,204,16,89,3
IxDtDoUIc,【辟谣！湖北产地的水果不能吃？谣言！】近日，网传消息称：疫情发生以来，不少人谈鄂色变，面对脐橙之乡湖北秭归17万吨滞销脐橙，众多网友表示有心助农但担心传染不敢购买。真相来了，中国工程院副院长、“柑橘院士”邓秀新表示，通过科学防疫，严格品控，湖北出来的水果是安全的。果蔬是不可能与人传染的，不要对湖北水果歧视。3月2日，首批8万多斤秭归脐橙已经发往全国，全程实现“云品控”，从农户采摘到加工，全程监控。（via.武汉发布）#微博辟谣# #共同战疫 宜昌加油# 原图 ,,http://wx4.sinaimg.cn/large/772c7d0cgy1gcmd1kgj9ij20iw0iwaav.jpg,无,TRUE,无,无,2020/3/8 11:30,专业版微博,296,15,71,2
Iwzl3nDzs,【转发辟谣！新冠肺炎最新谣言汇总】钟南山“预测”各地解除限制时间？北京积水潭医院将建方舱医院？3万只羊赶往二连浩特？…这些说法你听过吗？统统都是假的↓↓不信谣，不传谣，转发辟谣！#万众一心抗击新冠肺炎#  [组图共14张] 原图 ,,"http://ww1.sinaimg.cn/large/772c7d0cgy1gce91pw14tj20j60jqwgj.jpg,http://ww3.sinaimg.cn/large/772c7d0cgy1gce91puyhnj20j60hlgna.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gce91pxfs2j20j60i80v2.jpg,http://ww3.sinaimg.cn/large/772c7d0cgy1gce91qhwwuj20j60gfjtb.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gce91pypmhj20j60gkwg6.jpg,http://ww3.sinaimg.cn/large/772c7d0cgy1gce91qgmofj20j60ijwgt.jpg,http://ww1.sinaimg.cn/large/772c7d0cgy1gce91q0mmnj20j60ixjtn.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gce91q3jruj20j60jujtu.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gce91q6lcrj20j60iv0vc.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gce91q5aafj20j60fj0u4.jpg,http://ww3.sinaimg.cn/large/772c7d0cgy1gce91qb79hj20j60ibjt9.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gce91qbm0nj20j60edabj.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gce91qclydj20j60jpmz9.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gce91qiaq0j20j60jpdia.jpg",无,TRUE,无,无,2020/3/1 11:07,微博 weibo.com,8,0,8,1
IvDUPlhSK,【辟谣丨2月25日-3月10日所有商店关门系谣言】2月23日，一条这样的信息在网上传播：“2月25日-3月10日，所有居民全部关死，所有商店全部关门！如果效果好，再巩固15天，争取3月25号左右解禁……”记者从武汉市新冠肺炎疫情防控指挥部获悉，此为谣言，请大家不信谣不传谣。#万众一心抗击新冠肺炎#  原图 ,,http://wx4.sinaimg.cn/large/772c7d0cgy1gc77jn4j6pj20ci0m8dgs.jpg,无,TRUE,无,无,2020/2/24 8:56,微博 weibo.com,33,6,30,1
IvfOqEmgH,【辟谣！宜昌大润发与某APP联名发售购物卡？假的】近日，“某APP与大润发战略合作，联名发售大润发购物卡”的谣言在网络流传。2月21日，宜昌大润发发表声明：大润发从未与其他任何公司（个人）签署战略合作联名发售购物卡。大润发购物卡销售渠道仅限于大润发各门店内销售，特此提醒广大消费者提高警惕！#共同战疫 宜昌加油# [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/772c7d0cgy1gc45wn4ajxj20p021c110.jpg,http://ww1.sinaimg.cn/large/772c7d0cgy1gc45wse35dj20p02kgn7b.jpg,http://ww3.sinaimg.cn/large/772c7d0cgy1gc45wwsrdhj20p024gain.jpg",无,TRUE,无,无,2020/2/21 19:35,微博 weibo.com,8,0,6,3
IveXFfaxN,【辟谣！这些谣言宜昌市民千万别相信】钟南山预测各地解除限制时间？宜昌学校3月2日起分批开学？湖北产的大米上可能有新型冠状病毒？当前，疫情防控正处于关键期，一些不准确的谣言信息时有出现，搅得大家心神不宁。让我们不传不信“疫”起鉴谣↓↓#共同战疫 宜昌加油# #微博辟谣#  [组图共11张] 原图 ,,"http://ww2.sinaimg.cn/large/772c7d0cgy1gc44v346sdj20db1fn7gm.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gc44v5qq3pj20dc0kc407.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gc44v9cw1pj20dc1ek4a1.jpg,http://ww1.sinaimg.cn/large/772c7d0cgy1gc44vd7bo2j20dc0kcgqf.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gc44vjgl1ij20iw0iwaav.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gc44vo87p2j20db0ljqdn.jpg,http://ww1.sinaimg.cn/large/772c7d0cgy1gc44vsvb2gj20db0i5jzq.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gc44vx494zj20dc0rgte5.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gc44w110cij20db0z643c.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gc44w5b7ymj20db0njgr3.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gc44w9iu80j20db0nbq6j.jpg",无,TRUE,无,无,2020/2/21 17:25,微博 weibo.com,22,12,32,1
Iultckd0u,【辟谣！宜昌三峡物流园即将整体关门？假的！】今天很多微信群里流传明天物流园将全部关门的消息，这是真的吗？宜昌三峡物流园有限公司对此表示：纯属谣言！宜昌三峡物流园有限公司全体员工及3000余商家将全力保障全市人民的生活品物资供应，并强烈谴责部分黑心商家利用相关谣言进行促销或者涨价。#微博辟谣# #连线宜昌# [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/772c7d0cgy1gbxcdu3y6bj20ms0nkq58.jpg,http://ww2.sinaimg.cn/large/772c7d0cgy1gbxcdqgm3qj20dc0i1n0n.jpg,http://ww3.sinaimg.cn/large/772c7d0cgy1gbxce1mfb9j20is0lt1kx.jpg",无,TRUE,无,无,2020/2/15 20:08,专业版微博,108,15,12,3
ItS0gwsMT,【辟谣！网传宜昌一北山超市有新冠肺炎确诊人员，真相来了……】2月12日上午，有网友在微信朋友圈传言：北山超市有确诊人员，不能再去了。经核实，真实情况是伍家岗区新型冠状病毒感染的肺炎疫情防控工作指挥部督察人员在督察时发现，北山超市隆中路店门前有较多人员聚集，存在交叉感染的风险。为避免因人员聚集而造成交叉感染，工作指挥部决定：辖区所有超市实行社区配送，推动线上下单、小区提货，降低市民聚集风险。北山超市绝非因超市人员确诊而关闭。望广大居民朋友们不造谣、不信谣、不传谣，否则将根据相关法律规定追究法律责任。#连线宜昌# #网信宜昌# [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/772c7d0cgy1gbtpy3pys1j20ip0e5wfq.jpg,http://ww4.sinaimg.cn/large/772c7d0cgy1gbtpy07wxij20n00kxabt.jpg",无,TRUE,无,无,2020/2/12 17:07,微博 weibo.com,25,3,24,2
