微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
J7RIvfM7o,#安哥辟谣#据说全网都在寻找那台鄂KC7137？@孝警阿特 帮你们找到了！温馨提示：打110不会获取车主个人信息的！#鄂牌车车主因新冠去世未挪车系谣言#  中国长安网的微博视频  ,,无,无,TRUE,"http://f.video.weibocdn.com/YB3jIrcplx07EgZBv9ny01041200xW6W0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1609267553&ssig=YJVFpZbgsK&KID=unistore,video",无,2020/6/22 22:41,微博视频,471,168,112,2
J7OApDTkL,#安哥辟谣#【#鄂牌车车主因新冠去世未挪车系谣言#】近日，网传湖北孝感一车主将车停在公园后因抗疫去世。今天，@孝感网警巡查执法 发布通报，经查此为谣言，证实车主仍在世。潇湘晨报的微博视频  ,,无,无,TRUE,"http://f.video.weibocdn.com/mB4ZcKPilx07EglU3R4k0104120046GY0E010.mp4?label=mp4_hd&template=640x368.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1609267580&ssig=0SBnViIS6W&KID=unistore,video",无,2020/6/22 14:43,微博 weibo.com,208,174,102,1
J7vqmDk6I,#安哥辟谣#【#李兰娟称零下20℃新冠病毒存活20年不准确#】近日，“李兰娟院士：零下20℃，新冠病毒可存活20年”的信息被大量转发。在6月19日一场抗疫经验交流会上，李院士的原话是：“在我们已知并掌握的病毒中，处于4℃左右可以存活3-6个月以上，-20℃以下可以长期存活达20年左右。不同的病毒存活时间也不一样。新冠病毒从出现到现在才8个月，对它的认识及耐低温能力尚需进一步研究。”李兰娟院士团队称，部分媒体既没有进一步向李兰娟团队求证，也未完全理解相关信息，发表报道对公众造成较大误解。该报道内容与李兰娟院士本人观点不符。 新冠肺炎疫情爆发以来，你误信过谣言吗？                                 ,,无,无,TRUE,无,无,2020/6/20 13:56,无,821,57,66,2
J7ggr6hHj,#安哥辟谣#【84岁钟南山院士空降北京？假的！】今天，一个微博博主发布了一条“钟南山院士已空降北京”的消息。刚刚，@广医一院 官方微博晒出了钟院士的行程，满满当当！八旬的钟院士还在为抗击新冠病毒而忙碌着。试问那些以消费钟院士获取流量和利益的人，你们良心不痛吗？广医一院的微博视频 #微博辟谣#                                 ,,无,无,TRUE,无,无,2020/6/18 23:21,微博 weibo.com,346,92,75,3
J6KBPxMFw,#安哥辟谣#【别信，别信，别信！关于北京疫情，这些都是谣言！】近日，随着新冠病毒“滋生”了一批谣言，待安哥为大家逐一消灭：①北京核酸阳性患者去欢乐谷游玩？②灯市口稻香村确诊一个？③育民小学某家长传染给孩子？④燕郊一家三口发烧？⑤华熙LIVE·五棵松沦陷？安哥：每临大事有静气，遇到谣言我不信！（摆摆手.gif）@北京政法 #微博辟谣#             [组图共9张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUly1gfsz0tlamvj30880c7q3s.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gfsz0tlefcj30hb0cwju2.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gfsz0tlgnej30hf06zq3z.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gfsz0tmy1sj30bw0gkq3w.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gfsz0tuv9dj30cn08yab8.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gfsz0tm19gj30gw0a40x5.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gfsz0tkapxj30jr0iowns.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gfsz0toavsj30m80j8jzn.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gfsz0u2umoj30d00lmadu.jpg",无,TRUE,无,无,2020/6/15 14:45,微博 weibo.com,218,188,76,1
J6IEpjTlZ,#安哥辟谣#【罕见！同时#支付宝微信辟谣# ：没提供数据】针对日前网上曾有消息称“支付宝和微信提供数据，锁定35万人帮助进行病毒筛查”，支付宝及微信官方微博声明：未提供过图中提及的数据，请大家认准卫生防疫部门官方信息发布渠道，勿信谣传谣。安哥：在辟谣这件事上，我们都是认真的！  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/00688ubUly1gfsqe84rzpj30ig08xta1.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gfsqe84sahj30kp09kjt1.jpg",无,TRUE,无,无,2020/6/15 9:46,微博 weibo.com,221,215,84,2
J381H2e9t,#安哥辟谣#【#吉林官方通报疫情断链一说不存在#】5月19日#吉林市断链病例已找到传染源#，当天通报的病例3、病例4两人为舒兰市返吉人员。不少网友发现，官方当时并未通报其与已确诊病例有过密切接触史，因此有人解读为疫情“断链”。5月20日，官方通报初步调查结果，该两例病例与5月10日通报的确诊病例2有关联。安哥：不妄猜测，相信科学，不恐慌！                  原图                             ,,http://wx2.sinaimg.cn/large/00688ubUly1gf1fjuyql5j30a10i6gmo.jpg,无,TRUE,无,无,2020/5/22 19:01,专业版微博,92,40,24,2
J250jwYZf,#安哥辟谣#【武汉又一生鲜市场出现确诊病例？谣言！】近日，一段“武汉一市场出现确诊病例，武警守门”的视频在网上流传。据武汉江岸区官方微博@大江金岸 通报：经核实，此为谣言。该视频反映的是花桥街道办事处组织城管及市场监管部门，在育才街菜场开展联合执法时的现场画面。安哥：没有夸张的脑洞，就没有满天飞的谣言，就不需要为辟谣跑断腿的安哥。 @湖北政法             [组图共3张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUly1getgh7demsj30u018zawx.jpg,http://ww2.sinaimg.cn/large/00688ubUly1getgh789k4j30fa06fwhy.jpg,http://ww2.sinaimg.cn/large/00688ubUly1getgh789nzj30jg0jgab7.jpg",无,TRUE,无,无,2020/5/15 21:29,专业版微博,345,50,64,3
J07fY9Xbg,【#白宫新发言人首秀# 立了个flag】据美媒报道，白宫新任新闻秘书凯莉·麦克纳尼5月1日召开首场新闻记者会。麦克纳尼向白宫记者团作出承诺：“我永远不会对你们撒谎。”但她接着便在简报会上继续重复对WHO以及中国的不实指控，包括引用了已经被辟谣的所谓“台湾首先示警’人传人’”。安哥：用谎言去验证谎言得到的一定是谎言 微丢的微博视频                                 ,,无,无,TRUE,无,无,2020/5/2 23:33,微博 weibo.com,1143,234,250,2
ICfBQ3Q9G,#安哥辟谣#【北京9月1日前不开学？假的！近期将公布具体开学时间】近日，部分家长微信群流传“北京某区教委接到通知，确认9月1日前不会复学”“网课就这么一直上下去”等信息。对此，@北京市教委 明确表示，这是一条虚假信息。安哥：小可爱们别着急，你们期待的开学就快来了，消息要从官方渠道获得！#北京辟谣9月1日前不开学# @北京政法                  原图                             ,,http://wx3.sinaimg.cn/large/00688ubUly1gdlg917m1hj30gn0c4di2.jpg,无,TRUE,无,无,2020/4/7 19:56,专业版微博,76,56,37,1
ICc2b3sMa,#安哥辟谣#【#广州越秀区官方通报# ：瑶台片区不存在“封村”情况】据广东@广州越秀发布 4月7日通报：该区矿泉街瑶台片区近期出现境外输入性病例和关联病例情况，根据疫情风险防控的要求，矿泉街在小区原有管控的基础上，对瑶台片区采取严格社区管控，加强健康管理。目前，瑶台片区在瑶台牌坊和瑶华西街都有出入口，凭穗康码、测量体温、佩戴口罩，人、车都能正常进出，不存在“封村”情况。另据广州市卫健委@健康广州 ：该市越秀区矿泉街境外输入疫情密接者已全部隔离检测，网媒所说24日病例与庄某并无关联，也不是揭阳关联病例的父亲。安哥：支持配合严格管控，不信谣、不传谣！             [组图共2张]      原图                             ,,"http://ww1.sinaimg.cn/large/00688ubUly1gdkzzvqhnij30u01b7tb9.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gdkzyjwomqj30u06vmkjm.jpg",无,TRUE,无,无,2020/4/7 10:50,微博 weibo.com,279,143,92,2
IBqUTcIy9,#法治新闻速览#【留学生称“走到今天靠爸妈的钱和人脉”，苏州纪委监委回应】①钟南山：预计全球疫情4月底出现拐点。②湖北多地辟谣称不必抢米抢油。③T179次列车脱轨事故调查组成立。④小伙接女友结婚下错车滞留武汉。⑤拉贝后代向中国求援，中国药企免费赠药。#致敬战疫逆行者#留学生称“走到今天靠爸妈的钱和人脉”，苏州纪委监委回应【三分钟法治新闻全知道】  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/00688ubUly1gdf8g90ra2j30io0aaaat.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gdf8g90vknj30eg0ce751.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gdf8g916kbj30cs0hjjsj.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gdf8g947o6j30fo08wt97.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gdf8g917y0j30pg09naau.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gdf8g90pmpj30e00ah3yy.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gdf8g932txj30f80bejs8.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gdf8g9dqj3j31hc0t0q5o.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gdf8g93fwij30hc09tjry.jpg",无,TRUE,无,无,2020/4/2 10:53,专业版微博,657,119,282,2
IBcpHADMU,#安哥辟谣# 【武汉公共交通全部暂停？官方辟谣：假的！】3月31日，一张名为“返程交通管控信息随时掌握”的图片在网络上广为流传。图片上显示的“公共出行提示”：武汉市暂停全市公共交通，当前与武汉市相关的所有铁路暂停，恢复时间待定，请大家外出时戴好口罩，做好防护措施。对此，@武汉交通运输 官方辟谣：今日有网友发现网上传言“武汉市暂停全市公共交通”，此系谣言。目前，武汉恢复的部分公共交通均正常运行。安哥：谣言不可信，别轻易相信！#致敬战疫逆行者# @湖北政法                  原图                             ,,http://wx4.sinaimg.cn/large/00688ubUly1gddgf1zbqzj30u014pn4i.jpg,无,TRUE,无,无,2020/3/31 21:57,无,93,64,41,3
IAHRkjJXo,#安哥辟谣#【杭州西湖区两个集中隔离人员出逃？警方：46岁女子捏造不实信息被行政拘留】近日，一则“香园饭店境外进来的两个人逃掉了，今天出结果是确诊阳性，现在还没找到，杭州要疯了。”的信息在网络传播，引发公众关注，造成社会恐慌。经查，该香园饭店为杭州西湖区设置的入境人员集中隔离点，内部管控严格，秩序良好，未发生人员逃离情况。经警方调查，该不实信息由鲁某某（女，46岁）通过微信群首发。其对自己捏造发布不实信息，虚构事实扰乱公共秩序的违法行为供认不讳。目前，鲁某某被警方行政拘留处罚。安哥：别图一时快意，最终追悔莫及！#致敬战疫逆行者# @浙江政法                  原图                             ,,http://wx2.sinaimg.cn/large/00688ubUly1gd9pjbgwlej30u01szqdl.jpg,无,TRUE,无,无,2020/3/28 16:10,无,156,65,54,2
IAgGcB22j,#安哥辟谣#【政府不再对确诊患者免费治疗？看清楚了再说！】25日，网上流传多个小区给业主（住户）的《告知书》，称“自2020年3月24日起武汉市政府不再对新冠肺炎病人免费治疗。”相关信息引发网友热议。据湖北@武汉发布 今日发布，该信息不属实。该告知书所说的“不再免费治疗”是针对非公外出发生新冠肺炎“接触、疑似、感染、确诊”等四类人员。目前，武汉新冠肺炎患者治疗个人负担相关政策依照国家、省市要求严格执行。符合条件的费用，仍然按照按医疗保险有关政策规定报销。”@湖北政法 #微博辟谣#             [组图共3张]      原图                             ,,"http://ww3.sinaimg.cn/large/00688ubUly1gd6d6iuwuej30u013vgq8.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gd6d6in86hj30u013m0ww.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gd6d6ivrevj30u01ej0yr.jpg",无,TRUE,无,无,2020/3/25 18:59,微博 weibo.com,354,159,107,3
IA7JHiSv9,#安哥辟谣#【35万元月薪招工建意大利方舱？中铁十九局：没有意大利工程】#中铁十九局辟谣招工建意大利方舱# 一则“中铁十九局意大利建方航医院招工简章”在网上流传，3月24日，中铁十九局国际建设分公司人事管理部门工作人员回应，前述招聘信息不是中铁十九局发布的，“我们根本没发布这样的消息，没有在意大利的工程。” 安哥：病毒无国界、谣言也无国界，不信谣、不传谣！#35万月薪招工建意大利方舱系谣言##致敬战疫逆行者#             [组图共2张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUly1gd5a26iokyj30b80m8jt9.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gd5a27q4xij30aa0m8q4h.jpg",无,TRUE,无,无,2020/3/24 20:12,无,160,119,68,1
IzMBv2DJo,#安哥辟谣#【#武汉有新增确诊病例的情况不实#】据@武汉发布 ，武汉市新冠肺炎疫情防控指挥部涉疫大数据和流行病学调查组22日回应“网传湖北一位主流媒体记者的亲身经历：《我最难忘的一天》披露武汉有新增确诊病例”，该文传“玫瑰西园社区新增2例确诊病例”、“丽水康城小区又有新增病例”、同济医院新增100多例新冠确诊病例、放鹰台社区一刘姓婆婆在省人民医院就诊推诿的情况后，武汉市委主要领导高度重视，责成有关单位迅速调查核实，回应称，近几天，武汉市新冠肺炎新增确诊病例为零，均为各医疗机构、各级疾控部门依法依规进行网络直报，数据客观真实。@湖北政法  #微博辟谣#                  原图                             ,,http://wx4.sinaimg.cn/large/00688ubUly1gd2ok1j28tj30gl0m60vc.jpg,无,TRUE,无,无,2020/3/22 14:25,微博 weibo.com,148,55,71,2
Iz0jVfZ5h,#安哥辟谣#【别传“开学了”！#北京开学尚未明确具体时间点#】近日，“北京4月6日大学、中学开学，4月20日小学、幼儿园开学”的消息在多个微信群和朋友圈流传。3月17日，@北京市教委 表示，从北京目前的疫情发展情况来看，仍然不支持大规模的人群聚集，当前仍然不是考虑何时开学的时机。关于开学时间表和开学安排，北京市委教育工委、市教委将第一时间向社会公布，公布时间将会留足提前量，让学校、老师、家长、孩子做好充分准备。请大家不要听信谣言，也不建议揣测具体开学时间点。安哥：大家向开学的心情可以理解，请静待官方权威发布！不信谣，不传谣。@北京政法             [组图共2张]      原图                             ,,"http://ww2.sinaimg.cn/large/00688ubUly1gcwrlshx71j30gh073dgd.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gcwrlugehqj30ix110wle.jpg",无,TRUE,无,无,2020/3/17 11:29,专业版微博,200,79,113,2
IyJPkv4Nk,#安哥辟谣#【#武汉通报倒卖储备肉赚差价#：牟利者并非志愿者，已立案】近日，网传“10元一斤政府储备冷冻肉，‘志愿者’竟倒卖赚差价”。今日，湖北武汉江汉区@两江交汇 通报，经了解，投诉中所称“志愿者”并非真的志愿者，而是小区居民。该居民在未告知社区网格员情况下，自建“优惠猪肉蔬菜”团购保障微信群，进行肉、蔬菜、零食等生活物资转卖经营活动，加价售卖给小区业主。调查中，鲍某承认其并非志愿者，建群团购实为牟利。市场监管部门依法责令鲍某立即无条件退还差价给各位参加团购业主，并对其立案调查，将严肃追究其责任。安哥：为了一座城，有的人正拼死相救，而有的人正为蝇头小利忙的“不亦乐乎”！必须严惩！ @湖北政法 #微博辟谣#                  原图                             ,,http://wx2.sinaimg.cn/large/00688ubUly1gcuqq3xrlxj30g30du0u2.jpg,无,TRUE,无,无,2020/3/15 17:30,专业版微博,226,101,88,2
IyBl11XGc,#安哥辟谣#【居民发热瞒报致一家五口送医？真相是……】今日，湖北武汉@硚口发布 消息，网传“3月14日凌晨，武汉硚口区集贤里社区有居民发热瞒报，导致一家五口疑似感染并被送往医院”，同时附有视频。经排查，发现近期以来硚口区从未收到此类消息，荣华街集贤里社区无新增新冠疫情，该视频也非硚口区的视频，该网传消息纯属谣言。经进一步核查了解，该视频内容系2月17日武汉大学工作人员和学校志愿者上门紧急施救该校退休职工75岁空巢老人汤老师夫妇时，工作人员所录，戳：http://t.cn/A6zJjjha 了解真相！安哥：就算待家里待太久，也不能胡言乱语、移花接木、无中生有哦！@湖北政法 #微博辟谣#             [组图共3张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUly1gctpczbj9dj30ge08xq3u.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gctpbdef7cj30ci0m8q46.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gctpbd8c9zj30nx0l6q7i.jpg",无,TRUE,无,无,2020/3/14 19:53,专业版微博,334,92,71,2
IxZXnkgEA,#安哥辟谣#【#高校通知学生6月返校直接毕业#？学院辟谣：已报警】3月9日，网传山西师范大学临汾学院发布通知称“高校通知学生6月返校直接毕业”。今日，该院发布辟谣声明，称该消息纯属造谣。声明中提到，该院2020年的大专毕业生均已完成在校学习任务，返校事宜另安排。目前，该院已就此事向公安机关报案！安哥：各位伙伴安心上课吧！啥都不干可以毕业是不存在的！@山西政法 #微博辟谣# 中国长安网的微博视频                                 ,,无,无,TRUE,无,无,2020/3/10 20:44,微博 weibo.com,3158,249,711,2
IxQN8oAkT,#安哥辟谣#【#武汉机场回应湖北各机场即将复航#：提前准备 未定时间】8日，网传《湖北机场集团关于做好复工复航准备工作的通知》。有人猜测湖北各个机场即将复航。@武汉机场楚天情 回应：通知管理人员返岗属公司内部正常工作安排，不代表已正式确定具体复航日期。湖北疫情正在好转，提早做好复航准备也属正常。 #微博辟谣#                  原图                             ,,http://wx2.sinaimg.cn/large/00688ubUgy1gcnztclyamj30ew0anq53.jpg,无,TRUE,无,无,2020/3/9 21:24,专业版微博,175,62,57,2
Ixm74emgf,#安哥辟谣#【天门紧急通知撤销所有防控卡口？这ps是谁教的？太明显！】3月5日晚，网传“天门市新型冠状病毒感染肺炎疫情防控指挥部发布《关于撤销乡镇和村组交通卡口的紧急通知》，称：3月6日上午10时前，撤销各乡镇（办、场、区）之间以及村组之间所有疫情防控交通卡口”。经核查，该情况不属实，为不法人员P图传谣，公安机关已依法开展调查。安哥：战“疫”形势虽在好转，但一切还需耐心等待！@湖北政法 #微博辟谣#                  原图                             ,,http://wx3.sinaimg.cn/large/00688ubUly1gck8dk9o0hj30fu0m8wfg.jpg,无,TRUE,无,无,2020/3/6 15:18,专业版微博,254,62,118,1
IxfoC81dg,#安哥辟谣#【隔离病区无人值守？医院回应：不实言论，已报警】近日，网传湖北武汉市黄陂区人民医院“综合楼13楼隔离病区无人值守”。该院今日发布公告称，经查实，该视频纯属不实言论，系当事人断章取义、歪曲真相，意图混淆视听、诋毁医院形象，当事人将依法严肃处理。目前，医院已就此事向公安机关报警，目前警方已介入立案调查。安哥：前方白衣战士在拼命奋战，竟遭人背后造谣，绝不能容！#致敬战疫逆行者#  #微博辟谣#                  原图                             ,,http://wx1.sinaimg.cn/large/00688ubUly1gcjdbhjiwgj30hs0p2dgt.jpg,无,TRUE,无,无,2020/3/5 22:12,微博 weibo.com,353,86,96,3
IwK6Cl3cr,#安哥辟谣#【#武大辟谣女博士患新冠肺炎并留下遗书#】近日，网传“一位来自武大女博士新冠肺炎的遗书”。@武汉大学 2日凌晨通报，经核实，自新冠肺炎疫情以来，该校796名留校学生除一名硕士生外，再无被感染者；该校在读学生亦无感染新冠病毒而去世者。武汉大学还强调，校在读(含保留学籍、休学)贵州籍女博士生14人，无姜、江或蒋姓女生；14人中年龄为30岁和31岁的女博士生共3位，均确认平安。安哥：故事编得挺长，但是假的真不了             [组图共9张]      原图                             ,,"http://ww3.sinaimg.cn/large/00688ubUly1gcfkjcns79j30u00hvmyf.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gcfkjcvos9j30sg49nqkw.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gcfkjcgm3ig302s02sweo.gif,http://ww2.sinaimg.cn/large/00688ubUly1gcfkjcsxvmj30k00k0ab7.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gcfkjcgvtwj309q09et8r.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gcfkjcp9ucj30rs0rs0v2.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gcfkkymk5aj30950a3dfw.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gcfkkymq4ij309x0a274c.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gcfkkymq8gj309c0a4wel.jpg",无,TRUE,无,无,2020/3/2 14:32,专业版微博,218,138,113,2
