微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
IriYHzXaC,#辟谣#白岩松回复记者：今晚不会对话钟南山！  原图 ,,http://wx2.sinaimg.cn/large/8aca58f7ly1gba88xxxkxj20hs0vmwh1.jpg,无,TRUE,无,无,2020/1/26 20:17,无,2423,531,341,2
IqVSXDVwK,【转发辟谣！#这些新冠肺炎传言是假的#】熏醋可以预防新型冠状病毒？钟南山院士建议盐水漱口防病毒？抽烟能预防病毒感染？喝酒能杀菌，不易感染？多带层口罩才能防住病毒？…这些说法你听过吗？#最新新冠肺炎谣言汇总#，这些统统都是假的！戳图了解↓↓不信谣，不传谣！扩散周知！  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/005ACc6Rly1gb6q2v6b5gj30go0jn41h.jpg,http://ww4.sinaimg.cn/large/005ACc6Rly1gb6q2wa8enj30go0jn775.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gb6q2uvpi5j30go0jnq67.jpg,http://ww3.sinaimg.cn/large/005ACc6Rly1gb6q2uw6r8j30go0jn0vn.jpg,http://ww4.sinaimg.cn/large/005ACc6Rly1gb6q2v1qwxj30go0jntbr.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gb6q2va1dpj30go0jnn03.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gb6q2uxuraj30go0jn41k.jpg,http://ww3.sinaimg.cn/large/005ACc6Rly1gb6q2uu5jlj30go0jnjur.jpg,http://ww3.sinaimg.cn/large/005ACc6Rly1gb6q2uwjx1j30go0jngod.jpg",无,TRUE,无,无,2020/1/24 9:30,铀媒,172,198,26,1
IqQAQfkvK,【转发辟谣！#吸烟喝酒可抵抗疫情系谣言#】#岁岁平安#白岩松：①抽烟抵抗了SARS也可抵抗新型冠状病毒？这谣言太Low了。②用钟南山院士的画面称“饮高度酒对抗冠状病毒”？真相其实是：75%的酒精能够杀灭病毒，即用医用酒精擦拭手机、双手等日常接触的地方进行消毒是有用的，可没说“喝”！请停止散播谣言！#武汉加油共渡难关#央视新闻的微博视频                                 ,,无,无,TRUE,无,无,2020/1/23 20:01,微博 weibo.com,176,70,38,3
IqEjt4GCb,【#武汉卫健委辟谣副主任感染被隔离#：严重不实！】#微博辟谣# 据@健康武汉官微 ，网传关于武汉市卫生健康委副主任刘庆香同志相关信息严重不实。刘庆香副主任今年55岁，自去年12月底以来，一直坚守在武汉市新型冠状病毒感染的肺炎防控一线；她没有女儿，只有一子在武汉工作；她和爱人都不是医生，爱人因患癌症医治无效已于去年在武汉去世。网上消息为不实谣言，请广大网友不信谣、不传谣！                  原图                             ,,http://wx3.sinaimg.cn/large/8aca58f7ly1gb58pozcg0j21jk0nn0xe.jpg,无,TRUE,无,无,2020/1/22 12:45,无,340,88,64,2
JkeMjBrDj,【#赵立坚称疫情扯下美式民主的国王新衣#】针对美国务卿蓬佩奥所谓中国共产党利用疫情削弱民主的言论，外交部发言人赵立坚表示，事实是最好的谣言“粉碎机”。据最新统计数字，美国新冠肺炎确诊病例已超过630万，累计死亡病例超过19万。在如此严峻的情况下，美方一些政客不是敬畏生命，尊重科学，全力救治人民，而是忙着“甩锅”推责、转移视线，炮制和散布抹黑攻击他国、漏洞百出的谎言。美方一些人高唱美国社会“人人平等”，疫情之下却是富人优先享有检测资源，而老人、穷人、少数族裔成为疫情主要死亡群体。《时代》周刊5月发表评论文章认为，美国的新冠危机是“民主的失败”。不知道美方一些人哪来的底气四处推销他们所谓的“美式民主”，哪来的资格对中国说三道四！#平安法治2020#央视新闻的微博视频                                 ,,无,无,TRUE,无,无,2020/9/12 7:28,微博 weibo.com,107,20,13,2
Jedr2ftvL,#警情通报#【散布“又有一新型病毒在武汉传播”谣言，鄂州一男子被拘留】#抗击疫情公安在行动# 7月30日20时，有网民在微博上发帖称："又有一种新型病毒在武汉传播，现已死亡十几人，大家千万别到武汉来。"警方工作中发现此情况，经武汉市卫健委核查为虚假信息。@鄂州公安在线 在对案件线索及相关证据查证后，于8月1日将违法人员周某（男，41岁，襄阳市人，在鄂州居住）抓获，周某如实交待了其散布谣言的违法行为。目前，周某已被依法裁决行政拘留7日。                  原图                             ,,http://wx2.sinaimg.cn/large/8aca58f7ly1ghde0cc7r6j20rs0jogoa.jpg,无,TRUE,无,无,2020/8/3 17:01,微博 weibo.com,80,27,28,1
J7xPufBAV,【河北雄县一女子臆测疫情并在网上散布谣言被行拘】#警情通报#据河北雄县公安局：有人在微信群散布疫情谣言。经查，迅速锁定违法人员马某某，并于昨晚8时30分将其传唤到公安机关。经查，网民马某某（女，48岁）臆测新冠肺炎疫情，于6月19日下午在微信群散播疫情谣言，该信息被大量转发，造成不良影响。目前，违法人员马某某已被公安机关依法行政拘留。#抗击疫情公安在行动#                  原图                             ,,http://wx1.sinaimg.cn/large/8aca58f7ly1gfz0b703imj20ho0ozn1i.jpg,无,TRUE,无,无,2020/6/20 20:04,微博 weibo.com,192,57,56,2
J7ujUp2j0,【#北京警方查处疫情造谣案件60起#】#抗击疫情公安在行动# 自11日新发地批发市场发生疫情以来，北京市及时发布权威消息，但仍有谣言蔓延传播。目前，北京警方共查处相关案件60起，其中刑事拘留1人、行政拘留9人，对其他人员进行批评教育。欢迎市民举报涉疫谣言信息，#北京警方对涉疫谣言零容忍#。案例详情↓（@央视新闻）央视新闻的微博视频                                 ,,无,无,TRUE,无,无,2020/6/20 11:08,360安全浏览器,91,52,14,2
IF8KRr3WD,#警情通报## 哈尔滨女子散布隔离点坍塌谣言被行拘#【#哈尔滨女子造谣隔离点坍塌被行拘5日#】据@平安道里 通报，日前有微博帐号“我叫春小妮”散布谣言称“黑龙江新冠肺炎隔离点突发大火坍塌！10人死亡70多人遇难！”，经查该帐号所有者为哈尔滨市道里区居民任某（女，32岁）。警方依法传唤任某。经询问，任某对自己散布谣言扰乱公共秩序的违法行为供认不讳。道里警方依据《中华人民共和国治安管理处罚法》，决定给予任某行政拘留5日的处罚。                  原图                             ,,http://wx1.sinaimg.cn/large/8aca58f7ly1ge7em4324ej20gm0m8gnr.jpg,无,TRUE,无,无,2020/4/26 20:00,微博 weibo.com,414,55,116,2
IEbrNEgex,【这些谣言不能掉以轻心！快来一起识谣辨谣】当前国内疫情防控形势持续向好，各地逐步恢复生产生活秩序，但新一波谣言又来袭，你都能分清吗？新华网的秒拍视频  ,,无,无,TRUE,"http://miaopai.video.weibocdn.com/hUxBVoS9lx07CCD9gxZm01041200a8kY0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1609259120&ssig=UZeH7aBghq&KID=unistore,video",无,2020/4/20 13:01,微博 weibo.com,47,107,16,1
IzD8YlP08,【#耿爽请称中国制造有病毒的人别戴中国口罩#】20日，外交部发言人耿爽在例行记者会上针对“中国制造的产品携带病毒”的论调回应称，疫情发生以来，看到一些人不负责任地散播谣言制造恐慌。中国是制造业大国，也是防疫和医疗物资生产和出口大国。当前疫情在全球蔓延，很多国家面临口罩、防护服、呼吸机等防疫物资缺口，希望得到中国援助或从中国购买。中国在全力抗击本国疫情的同时，克服自身困难，已经并将继续向有需要的国家提供力所能及的帮助，并为他们在华进行商业采购提供便利。中方负责任的行为得到了国际社会的普遍赞誉。如果有人说“中国制造有毒”，那么请说这种话的人面对新冠肺炎疫情肆虐，不要戴中国制造的口罩，不要穿中国生产的防护服，不要用中国出口的呼吸机，以免染上病毒。人民日报的微博视频                                 ,,无,无,TRUE,无,无,2020/3/21 14:20,微博 weibo.com,886,172,101,2
Ix1Lxy92k,【行政拘留！男子酒后散布同村有人感染新冠肺炎谣言】#抗击疫情公安在行动##以案析法#2日，黑龙江齐齐哈尔龙江县龙兴派出所接村民举报，称张某在社交网络上发布村里一名20多岁男子确诊感染新冠肺炎，病情危重，且正在齐齐哈尔市医院住院治疗的信息。经核实，该信息不实，属谣言。目前，张某因虚构事实扰乱公共秩序被行政拘留10日。龙警微博的微博视频                                 ,,无,无,TRUE,无,无,2020/3/4 11:30,铀媒,98,58,48,1
Iwp5t7QHc,【确诊病人去大悦城传播病毒？造谣！】#以案析法# 2月27日，北京市公安局副局长、新闻发言人潘绪宏在新闻发布会上通报了三起典型案例，这些不实消息都通过网络进行散播，引起恐慌并造成不良影响。目前，三起案件嫌疑人都已被警方行政拘留，类似疫情谣言警方已查处27人。转发呼吁：不造谣，不信谣，不传谣！从自己做起！北京日报都视频的微博视频                                 ,,无,无,TRUE,无,无,2020/2/29 9:02,微博 weibo.com,118,57,33,1
IrCaIlsRw,"转发理由:#抗击疫情公安在行动# 老陈，也请加强自我防范  
原始用户: 济南公安市中区分局
转发内容: #春节168小时##疫情当前警察不退# 【54岁社区民警奋战在疫情防控一线】疫情当前，市中分局十六里河派出所党龄33年，54岁的社区民警陈兴珍，发挥党员先锋作用，自己学习组建社区管理微信群，每日发布有效防疫措施、标语以及禁止散布谣言的通知，积极配合办事处和防疫部门做好疫区来济人员车辆核查和防疫宣传工作，起到了良好的社会防疫作用，受到辖区群众的一致好评。@济南公安         [组图共4张]      原图                     ",,无,"http://ww1.sinaimg.cn/large/6ae75077ly1gbcit0i980j20u00hdwhn.jpg,http://ww3.sinaimg.cn/large/6ae75077ly1gbci6cpd8qj20u00migrn.jpg,http://ww3.sinaimg.cn/large/6ae75077ly1gbciszqmeej20u00mi7b8.jpg,http://ww4.sinaimg.cn/large/6ae75077ly1gbcit0wjagj20b40k9wfj.jpg",FALSE,无,无,2020/1/28 21:09,无,126,7,5,1
IrAtRfZR9,#警情通报#【网传重庆市肺炎防控指挥部1号令系谣言  炮制者已被警方行政拘留】网传“重庆市新型冠状病毒感染的肺炎防控指挥部令第1号”，称“禁止各类整酒，禁止串门，所有景点景区一律关闭，市属所有客运班车、公交车、出租车一律暂时停运……”系谣言。炮制者秦某（男，34岁，丰都县人）已被警方查获。据秦某交代，其为博人眼球，恶搞炮制谣言在网上散布。目前，秦某已被丰都警方行政拘留10日。警方重申：网络不是法外之地，对于编造、散布谣言，扰乱公共秩序违法行为，公安机关将依法查处。希望广大网民从各级政府部门、官方媒体等权威渠道获取信息，不信谣、不传谣，共同维护良好网络环境。#抗击疫情公安在行动# @平安重庆                  原图                             ,,http://wx1.sinaimg.cn/large/8aca58f7ly1gbcdipov3bj20dw0pfdhv.jpg,无,TRUE,无,无,2020/1/28 16:50,无,286,41,56,3
JwK0Bum98,【2020年#农产品质量安全十大谣言榜#发布 为你解读真相！】华南海鲜市场供货商忏悔书？樱桃大个儿全靠膨大剂？瓜蒂突起的西瓜是催熟的？98%的黄瓜都是用了药？……2020年热传过的食品安全谣言你中招过么？“张冠李戴”，“旧谣新炒”……食品安全造谣套路防不胜防！（p.s.：此条适合发到家庭群）  [组图共10张] 原图 ,,"http://ww1.sinaimg.cn/large/002xAdBtly1glahp8n12wj60j613e46s02.jpg,http://ww2.sinaimg.cn/large/002xAdBtly1glahp9id6jj60j610wwm902.jpg,http://ww1.sinaimg.cn/large/002xAdBtly1glahp97rafj60j60y1jyh02.jpg,http://ww2.sinaimg.cn/large/002xAdBtly1glahp8rrfkj60j60yfdno02.jpg,http://ww4.sinaimg.cn/large/002xAdBtly1glahp911y0j60j60q0gqp02.jpg,http://ww4.sinaimg.cn/large/002xAdBtly1glahpa3wk3j60j613f11v02.jpg,http://ww4.sinaimg.cn/large/002xAdBtly1glahp9bfctj60j60u810602.jpg,http://ww1.sinaimg.cn/large/002xAdBtly1glahp9v07dj60j60x6dnd02.jpg,http://ww4.sinaimg.cn/large/002xAdBtly1glahp9my9lj60j60xfgt502.jpg,http://ww2.sinaimg.cn/large/002xAdBtly1glahpa7eoyj60j61qynen02.jpg",无,TRUE,无,无,2020/12/3 13:02,微博 weibo.com,27,101,15,1
Jp1ybuB1n,【行政拘留15天！】#男子造谣青岛确诊人数行拘15天#@市北公安 13日通报，10月12日晚，多名网友向青岛警方举报：有一网民在微博发布夸大青岛新冠肺炎确诊人数的虚假信息。13日，该嫌疑人井某某（男，21岁，山东泰安人）被查获。经审查，井某某对其为吸引微博人气，编造虚假信息的违法事实供认不讳。目前，井某某已被依法行政拘留15日并处罚金500元。                  原图                             ,,http://wx4.sinaimg.cn/large/002xAdBtly1gjnv4y1z3aj60et08cmxc02.jpg,无,TRUE,无,无,2020/10/13 18:59,微博 weibo.com,51,24,24,3
JnBD8BT0V,【66岁#女子造谣北京现4例确诊被行拘7天#】#以案析法# 据@平安北京 ，针对近日网传“北京已发现确诊4例，活动轨迹主要在西单大悦城、京深、新发地”的涉疫情虚假信息，引发网民关注的情况，北京警方迅速开展调查工作。        经查，该虚假信息系由王某（女，66岁）于10月1日首发至5个微信群内，后被转发8000余次，造成了不良社会影响，严重扰乱了公共秩序。10月3日，该人被房山警方根据《中华人民共和国治安管理处罚法》第25条之规定，依法裁决行政拘留7日的处罚。                  原图                             ,,http://wx4.sinaimg.cn/large/002xAdBtly1gjd0jcvo44j60pd0avdis02.jpg,无,TRUE,无,无,2020/10/4 11:09,无,64,5,18,3
ICbHv8EdM,【#男子为促销大米造谣粮食抢光被拘#】#抗击疫情公安在行动# 近日，有网友在微信群里散布“抢粮食”信息并留下联系方式，引发争议。对此，@山东网警巡查执法 6日发布通报称，该男子编造虚假信息，已被行政拘留。经查，王某，男，34岁，新泰市谷里镇人，经营粮店。为促销面粉大米，编造“开始抢粮食、粮店超市都抢光了”虚假信息，于4月3日2时许在多个微信群发布。依据《中华人民共和国治安管理处罚法》有关规定，王某被处以行政拘留。#平安法治2020#                  原图                             ,,http://wx4.sinaimg.cn/large/8aca58f7ly1gdkyz8755yj20et08cmxc.jpg,无,TRUE,无,无,2020/4/7 9:59,微博 weibo.com,110,66,50,2
