微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
JxFUNf1Vd,【一起#抵制网络谣言和网络暴力#！】#平安法治2020#12月8日，成都一确诊病例行程轨迹引网友热议，其个人隐私也被泄露。9日#成都男子泄露确诊女孩信息被行政处罚#。今天，我们倡议：①不造谣，不信谣，不传谣，不随意散播他人隐私；②文明上网，理性发言，不明真相时不要主观臆断。转发呼吁！  原图 ,,http://wx1.sinaimg.cn/large/002xAdBtgy1glhohpe7t4j60c80gi3zn02.jpg,无,TRUE,无,无,2020/12/9 16:27,微博 weibo.com,514,82,70,2
JvvdO85Xq,【#男子造谣上海封城被拘#】据@警民直通车-上海 11月22日，网上流传“上海封城”的谣言，市疫情防控工作新闻发布会迅速辟谣。目前，警方已抓获造谣者赵某（男，31岁）。经查，赵某为哗众取宠，通过社交媒体发布上述谣言，造成恶劣社会影响。现赵某已被依法行政拘留。警方提醒：网络不是法外之地！ #警情通报#             [组图共3张]      原图                             ,,"http://ww1.sinaimg.cn/large/005ACc6Rly1gl0o0p6ytwj30oq0dw415.jpg,http://ww4.sinaimg.cn/large/005ACc6Rly1gl0o0p65wqj30bm09iweq.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gl0o0r45lqj30j60lb77z.jpg",无,TRUE,无,无,2020/11/25 9:33,铀媒,73,62,30,3
Js3jpqS8T,【10月网络热传谣言榜 | 天气转冷，谣言也该降降温了】人口普查“查房”是要收房产税？钟南山院士称板蓝根对新冠病毒有效？今冬将现60年来最寒冷冬天？黄山迎客松是塑料树？……10月，天气逐渐转冷，谣言如冷风般持续扰乱民众视线，千万别信！戳图↓↓↓（via@中国互联网联合辟谣平台 ）              [组图共9张]      原图                             ,,"http://ww2.sinaimg.cn/large/002xAdBtly1gkavprtyzmj60j60dw0uk02.jpg,http://ww3.sinaimg.cn/large/002xAdBtly1gkavprr7frj60j60b875l02.jpg,http://ww3.sinaimg.cn/large/002xAdBtly1gkavprqu9pj60j60do40d02.jpg,http://ww3.sinaimg.cn/large/002xAdBtly1gkavprohxgj60j60d3jtc02.jpg,http://ww4.sinaimg.cn/large/002xAdBtly1gkavprvcibj60j60zyn2502.jpg,http://ww2.sinaimg.cn/large/002xAdBtly1gkavpryfpmj60j60urn0w02.jpg,http://ww2.sinaimg.cn/large/002xAdBtly1gkavprndbbj60j60f10uh02.jpg,http://ww3.sinaimg.cn/large/002xAdBtly1gkavprgkgrj60j60dk0u902.jpg,http://ww3.sinaimg.cn/large/002xAdBtly1gkavprfar5j60j60cbabb02.jpg",无,TRUE,无,无,2020/11/2 16:59,微博 weibo.com,30,50,7,1
JoTyiueEX,【不信谣不传谣！#青岛本次疫情已确诊71例系谣言#】#关注新冠疫情#据“青岛辟谣网络平台”微信公众号：12日，几张有关青岛疫情的数据图表在朋友圈流传，有图表中显示青岛累计确诊71例，不少人误以为是本次疫情的数据。经查证，累计71例是年初疫情爆发以来青岛的确诊总量，并非本次疫情的确诊数量。提醒市民和广大网友及时关注权威部门发布的消息，不造谣、不信谣、不传谣。众志成城，共同阻击疫情。#青岛疫情#                  原图                             ,,http://wx4.sinaimg.cn/large/002xAdBtly1gjmxern2q9j60u01qc41w02.jpg,无,TRUE,无,无,2020/10/12 22:37,无,64,29,19,2
J9iCIApnh,【6月十大网络谣言出炉 围绕新冠疫情的谣言依然不少  转扩周知！】#微博辟谣#2020年上半年即将结束，北京及各地的新冠疫情广受关注。而围绕新冠派生出的谣言依然不少，安徽老人因无健康码徒步千里到浙江、湖北孝感无人认领私家车车主因抗疫去世、李兰娟提醒北京疫情可能全面大爆发……一起来看看都有哪些？             [组图共9张]      原图                             ,,"http://ww3.sinaimg.cn/large/8aca58f7ly1ggbrhcovbmj20j60k676s.jpg,http://ww3.sinaimg.cn/large/8aca58f7ly1ggbrhcexi0j20j60k6whe.jpg,http://ww3.sinaimg.cn/large/8aca58f7ly1ggbrhcox9ij20j60k641f.jpg,http://ww3.sinaimg.cn/large/8aca58f7ly1ggbrhcn9rjj20j60k6ad0.jpg,http://ww3.sinaimg.cn/large/8aca58f7ly1ggbrhcigb0j20j60k6ju4.jpg,http://ww4.sinaimg.cn/large/8aca58f7ly1ggbrhchpa7j20j60k6dic.jpg,http://ww2.sinaimg.cn/large/8aca58f7ly1ggbrhci4l5j20j60k6ad6.jpg,http://ww3.sinaimg.cn/large/8aca58f7ly1ggbrhccstnj20j60k6tbd.jpg,http://ww3.sinaimg.cn/large/8aca58f7ly1ggbrhcd5hfj20j60k6q62.jpg",无,TRUE,无,无,2020/7/2 9:02,微博 weibo.com,62,190,28,1
IBmfUnALR,对“为了不隔离从澳门游泳回珠海”的辟谣通报。#警情通报#对“为了不隔离从澳门游泳回珠海”的辟谣通报  原图 ,,http://wx1.sinaimg.cn/large/8aca58f7ly1gdejpx6dmoj20ii0gpgoe.jpg,无,TRUE,无,无,2020/4/1 23:01,微博 weibo.com,423,18,68,2
IuYGbF3Gk,【辟谣！#北京大中小学3月初开学不实#】今天，个别网民发布消息称北京大中小学将于3月初开学。对此，北京市教委明确表示，这是一条虚假信息。市教委强调，目前，防控疫情是首要任务，开学时间要视疫情发展来定。请广大网友从官方权威渠道获取信息，不传谣、不信谣！  原图 ,,http://wx2.sinaimg.cn/large/8aca58f7ly1gc23b6ugicj20ju0arta5.jpg,无,TRUE,无,无,2020/2/19 23:58,微博 weibo.com,99,33,16,1
IuPfH6Fv9,【网传今天温州因疫情死亡两人？系谣言！】#微博辟谣#  #疫情辟谣# 2月18日上午，有网民在新浪微博上发博文称“我不谣传，今天温州死亡两人，看看十点前更新不更新，亲戚在医院上班得到的消息”等言论。@温州网警巡查执法 经第一时间与温州市卫健委核实，截至目前温州没有因新冠肺炎疫情发生的死亡病例，该内容为谣言。请广大网友从官方权威渠道获取信息，不传谣、不信谣！                  原图                             ,,http://wx3.sinaimg.cn/large/8aca58f7ly1gc0vzdfbxfj20fl0jagna.jpg,无,TRUE,无,无,2020/2/18 23:58,微博 weibo.com,119,38,24,1
IrrTdF72T,#微博辟谣# 【湖北籍男子在长沙发视频自称“武汉来的，要来祸害别人”，拘留！】#抗击疫情公安在行动# 1月26日下午，一段小视频开始在微信圈群中传播，视频中，一男子在长沙五一广场，手持自己身份证（户籍地为湖北省）自拍，称“我刚从湖北武汉来的，要来祸害别人。”该视频迅速在网上热传，不少网友表示担忧，并向公安机关报警。接警后，长沙市公安局开福分局迅速开展工作，并将视频中男子传唤到公安机关接受调查。经查，该男子周某，22岁，户籍地为湖北省石首市。周某与父母长期在长沙务工，其自2019年10月6日后一直未离开长沙。2020年1月26日下午14时左右，周某出于“纯属好玩和娱乐”的目的，拍摄并发布了这段视频。2020年1月27日，长沙开福警方依法对违法行为人周某予以行政拘留5日。 #我在岗位上#  芙蓉公安的微博视频                                 ,,无,无,TRUE,无,无,2020/1/27 18:58,无,1559,120,456,2
IrjQYlJ7T,【#各地飞机喷洒消毒药水都是谣言#】请转发，相互转告，帮忙辟谣！  原图 ,,http://wx4.sinaimg.cn/large/8aca58f7ly1gbacrttkckj20rs18g47v.jpg,无,TRUE,无,无,2020/1/26 22:31,铀媒,313,168,60,1
