微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
JyoKBqCFj,【网传武汉一小区紧急隔离？假的！实为电影取景拍摄】近日，有网友在社交平台上发布短视频，称武汉一小区临时封闭，身穿防护服的医护人员在这里全员排查，视频中有救灾帐篷、警车、身穿防护服的人员等出现。据长江日报报道，该视频实为电影《中国医生》拍摄场景，剧组已发布声明辟谣，未来数天还将在江岸区部分小区取景。#网传武汉一小区紧急隔离实为拍电影#（新华网、澎湃新闻）http://t.cn/A6q5C5Nk ,,无,无,TRUE,无,无,2020/12/14 10:35,微博 weibo.com,2,0,0,3
ICxg6skZG,#辟谣#【辟谣！武汉昨天有无症状病人倒地？假的！】4月8日，有网友通过新浪微博以“武汉解封”为话题、配发视频反映，在大智路数码港附近有人倒地，武汉还是很危险的，很多无症状病人在潜伏。经核实，4月8日15时30分左右，车站街道工作人员在大智路数码港附近巡逻时发现有男子倒地昏迷。公安民警和120救护人员赶到将倒地男子送往附近的武汉市中心医院。经诊断，该男子因饮酒过量醉酒倒地，在医院醒酒后自行离开。（湖北发布） [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/005XwsbVgy1gdnlqhj8s1j30go0cb0wy.jpg,http://ww1.sinaimg.cn/large/005XwsbVgy1gdnlq17onkj30dw0dw0y5.jpg",无,TRUE,无,无,2020/4/9 16:52,微博 weibo.com,2,2,0,3
IBiUuvuL3,【粮食短缺要屯米抢油？辟谣：湖北粮食库存够吃一年】近日，网上流传“空下来要去超市买点米，囤三个月的量”，不少民众开始纷纷屯米抢油……事实情况到底是怎么样的？对此，湖北省粮食局硬核辟谣：假的！湖北粮食库存够吃一年以上。记者从湖北省粮食局了解到，目前全省复工粮油企业617家，日处理原粮能力11.7万吨，是全省日消费量的3倍以上。全省原粮库存充裕，可供全省居民口粮消费一年以上。全省粮油供应充足，市民生活无忧。当前湖北粮油库存充足，据调查，因为粮油加工企业全面复工，在武汉市，已有41家粮油加工企业开工，日产成品粮1500吨左右。加上，湖北是全国粮食主产省，每年销往外省的粮食超过500万吨，受今年疫情影响，粮油加工对外省销售受限，特别是大米、面粉等成品粮库存超过50万吨，预计可供市场销售3个月。（长江云）http://t.cn/A6ZCV2az ,,无,无,TRUE,无,无,2020/4/1 14:30,微博 weibo.com,12,3,8,3
IBh5pFcUD,#辟谣#【网传“松滋发现一例疑似病例”系谣言】3月31日下午，一段“松滋发现一例疑似病例”的视频在网上流传，经核实为谣言。视频显示，在松滋市中心客运站，一辆120救护车正接送病人，并配发“松滋发现一例疑似病例”的声音。事情发生后，松滋市疫情防控指挥部第一时间责成市卫健、交通、公安、宣传等部门调查核实情况，证实为误传。http://t.cn/A6Z95osm [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/005XwsbVgy1gde1206lk3j30dw0c3aao.jpg,http://ww1.sinaimg.cn/large/005XwsbVgy1gde1205lhaj30dw0b3jrp.jpg",无,TRUE,无,无,2020/4/1 9:51,荆州新闻超话,13,7,17,1
IyVkVlz2I,#微博辟谣# 【在荆人员及车辆暂停发放离鄂通行证？假的！】近日，部分微信群转发的图片信息，与目前荆州市正在实行的出行政策不符合，为谣言。我市人员出行需上高速的继续通过“荆易行”或“湖北交管”按规定申报审批。省内普通公路持“绿码”通行。请大家不信谣不传谣，相关出行政策请随时关注荆州发布微信公众号。目前荆易行日访问量较大，申报成功后有短信通知，无需反复查看，以免造成拥堵，影响申报。 原图 ,,http://wx4.sinaimg.cn/large/005XwsbVly1gcw5lo040bj30hg0lp42j.jpg,无,TRUE,无,无,2020/3/16 22:48,iPhone客户端,366,13,407,3
IxPK2jJjU,#权威发布# #辟谣# 【关于网传郢城镇郢南小区多人发热视频调查情况的说明】3月9日，本地微信群有人转发郢南小区多人发热并正在转运的视频，造成不良影响。调查情况如下：经核实，郢城镇按照要求，分3批次组织辖区前期密切接触者全面进行核酸检测普查。3月8日核酸检查结果反馈，郢南村有一密切接触者核酸检测可疑（前期已解除医学观察），进一步的检测复核正在按要求进行。3月9日上午10时10分，郢南村在接镇防指的命令后，组织运送该村民的相关接触者到楚鑫宾馆进行核酸排查。镇城管中队参与转运的一名协管员在不知实情的情况下，于11时8分拍摄了13秒视频并在视频中说运送的全部为发热病人。该视频中话语均为不实言论，视频中所涉及的排查对象均在出小区时进行体温测量并登记，没有一例发热人员。目前发布视频者正在接受相关部门的调查处理。荆州区郢城镇新型冠状病毒感染的肺炎防控指挥部2020年3月9日 [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/005XwsbVgy1gcnv6fuw7rj30u017agq3.jpg,http://ww4.sinaimg.cn/large/005XwsbVgy1gcnvanhsjsj30y70u015x.jpg",无,TRUE,无,无,2020/3/9 18:43,微博 weibo.com,98,4,52,3
IvYRq2s01,#辟谣# 【天门回应“捐赠蔬菜被倒垃圾站”：系本地卖菜者处理滞销烂掉萝卜】2月26日，湖北省天门市网信办发布了关于“将外省捐赠天门的萝卜倒入垃圾站”视频的处理结果。该回应称，近日，网上流传的一个将萝卜倒入垃圾站的视频，谣传为外省捐赠天门市蔬菜。经公安部门调查，该视频最早于2月23日在天门富贵世家小区业主群传出，发布人曾某（女）为天门华西农商城蔬菜经营户，其于2月19日购入一批白萝卜销售，由于行情不佳导致很多萝卜烂掉无法售出，所以倾倒进旁边垃圾站。出于好玩目的，拍下处理萝卜的视频并转发朋友，并非网传捐赠蔬菜被浪费。@天门发布 原图 ,,http://wx3.sinaimg.cn/large/005XwsbVgy1gc9rzka6crj30j632gwny.jpg,无,TRUE,无,无,2020/2/26 14:16,微博 weibo.com,115,15,40,3
Ir7No1hfi,#辟谣#【“从武汉拉来几车病人到荆州”消息不实！】近日，网传“从武汉拉来了几车病人到荆州二医季家台社区医疗中心”的信息。经荆州日报记者核实，纯属谣言！据了解，荆州二医季家台社区卫生服务中心拟作为新型肺炎确诊病人收治点，目前正在紧张改建当中，并未投入使用。1月25日上午，荆州二医职能、后勤部门全员参与搬迁改造隔离病房。 原图 ,,http://wx3.sinaimg.cn/large/005XwsbVgy1gb8uugwjsrj30f90a6q2z.jpg,无,TRUE,无,无,2020/1/25 15:49,微博 weibo.com,110,9,35,3
Ir6k9p2ax,"转发理由:#辟谣#！【共青团中央：武汉某医院相关视频不属实 为配音再制作】  
原始用户: 共青团中央
转发内容: 近日，某网友发博称武汉市某医院存在尸体无人处理的情况，经核实，相关视频为配音再制作，情况不属实。我们在此呼吁网友不造谣、不传谣、不信谣，如有相关谣言线索请发至#疫情辟谣#话题下，净化网络环境，我们共同努力[加油]  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/eaaf2affly1gb8n85ppd1j20u01hcgzc.jpg,http://ww2.sinaimg.cn/large/eaaf2affly1gb8n86dzi1j20u01p8tji.jpg",FALSE,无,无,2020/1/25 12:04,微博 weibo.com,42,3,9,1
IqwgIr9LI,#谣言粉碎机# 【辟谣！这#9个有关新型冠状病毒谣言#别信！】①新型冠状病毒基因序列与SARS相似度达80%；②吸烟能预防病毒感染；③戴多层口罩才能防住病毒；④喝板蓝根、熏醋、吃抗生素能预防病毒感染…这些说法你听过吗？这些统统都是谣言！戳图了解真相↓↓转发辟谣！ （人民日报）  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/005XwsbVgy1gb4974xzckj30j60jxn13.jpg,http://ww4.sinaimg.cn/large/005XwsbVgy1gb49751wv4j30j60jxtcs.jpg,http://ww2.sinaimg.cn/large/005XwsbVgy1gb4974x8vnj30j60jx0wk.jpg,http://ww3.sinaimg.cn/large/005XwsbVgy1gb4974znkcj30j60jxdjn.jpg,http://ww3.sinaimg.cn/large/005XwsbVgy1gb49753l2ij30j60jxjvh.jpg,http://ww2.sinaimg.cn/large/005XwsbVgy1gb4974yjgij30j60jx0wp.jpg,http://ww1.sinaimg.cn/large/005XwsbVgy1gb49750f8kj30j60jxdjp.jpg,http://ww3.sinaimg.cn/large/005XwsbVgy1gb4974zl3nj30j60jxtcm.jpg,http://ww3.sinaimg.cn/large/005XwsbVgy1gb49750y38j30j60l2n1e.jpg",无,TRUE,无,无,2020/1/21 16:17,微博 weibo.com,27,2,10,1
